n,parity,word2,T,T2,one_step,two_step,leftover,odd_odd
2651,odd,OE,136494,369,0,1,0,0
2652,even,EO,51,364,1,1,0,0
2653,odd,OE,136648,369,0,1,0,0
2654,even,EO,51,364,1,1,0,0
2655,odd,OO,136803,50599174,0,0,1,1
2656,even,EO,51,364,1,1,0,0
2657,odd,OO,136957,50684638,0,0,1,1
2658,even,EO,51,364,1,1,0,0
2659,odd,OE,137112,370,0,1,0,0
2660,even,EO,51,364,1,1,0,0
2661,odd,OO,137267,50856821,0,0,1,1
2662,even,EO,51,364,1,1,0,0
2663,odd,OE,137422,370,0,1,0,0
2664,even,EO,51,364,1,1,0,0
2665,odd,OE,137576,370,0,1,0,0
2666,even,EO,51,364,1,1,0,0
2667,odd,OO,137731,51114904,0,0,1,1
2668,even,EO,51,364,1,1,0,0
2669,odd,OE,137886,371,0,1,0,0
2670,even,EO,51,364,1,1,0,0
2671,odd,OO,138041,51287572,0,0,1,1
2672,even,EO,51,364,1,1,0,0
2673,odd,OE,138196,371,0,1,0,0
2674,even,EO,51,364,1,1,0,0
2675,odd,OE,138352,371,0,1,0,0
2676,even,EO,51,364,1,1,0,0
2677,odd,OO,138507,51547497,0,0,1,1
2678,even,EO,51,364,1,1,0,0
2679,odd,OE,138662,372,0,1,0,0
2680,even,EO,51,364,1,1,0,0
2681,odd,OO,138817,51720650,0,0,1,1
2682,even,EO,51,364,1,1,0,0
2683,odd,OO,138973,51807859,0,0,1,1
2684,even,EO,51,364,1,1,0,0
2685,odd,OE,139128,372,0,1,0,0
2686,even,EO,51,364,1,1,0,0
2687,odd,OE,139284,373,0,1,0,0
2688,even,EO,51,364,1,1,0,0
2689,odd,OO,139439,52068658,0,0,1,1
2690,even,EO,51,364,1,1,0,0
2691,odd,OO,139595,52156062,0,0,1,1
2692,even,EO,51,364,1,1,0,0
2693,odd,OE,139750,373,0,1,0,0
2694,even,EO,51,364,1,1,0,0
2695,odd,OE,139906,374,0,1,0,0
2696,even,EO,51,364,1,1,0,0
2697,odd,OE,140062,374,0,1,0,0
2698,even,EO,51,364,1,1,0,0
2699,odd,OE,140218,374,0,1,0,0
2700,even,EO,51,364,1,1,0,0
2701,odd,OE,140374,374,0,1,0,0
2702,even,EO,51,364,1,1,0,0
2703,odd,OE,140530,374,0,1,0,0
2704,even,EE,52,7,1,1,0,0
2705,odd,OE,140686,375,0,1,0,0
2706,even,EE,52,7,1,1,0,0
2707,odd,OE,140842,375,0,1,0,0
2708,even,EE,52,7,1,1,0,0
2709,odd,OE,140998,375,0,1,0,0
2710,even,EE,52,7,1,1,0,0
2711,odd,OE,141154,375,0,1,0,0
2712,even,EE,52,7,1,1,0,0
2713,odd,OE,141310,375,0,1,0,0
2714,even,EE,52,7,1,1,0,0
2715,odd,OE,141466,376,0,1,0,0
2716,even,EE,52,7,1,1,0,0
2717,odd,OO,141623,53296744,0,0,1,1
2718,even,EE,52,7,1,1,0,0
2719,odd,OO,141779,53384829,0,0,1,1
2720,even,EE,52,7,1,1,0,0
2721,odd,OE,141936,376,0,1,0,0
2722,even,EE,52,7,1,1,0,0
2723,odd,OE,142092,376,0,1,0,0
2724,even,EE,52,7,1,1,0,0
2725,odd,OO,142249,53650507,0,0,1,1
2726,even,EE,52,7,1,1,0,0
2727,odd,OO,142405,53738786,0,0,1,1
2728,even,EE,52,7,1,1,0,0
2729,odd,OE,142562,377,0,1,0,0
2730,even,EE,52,7,1,1,0,0
2731,odd,OO,142719,53916624,0,0,1,1
2732,even,EE,52,7,1,1,0,0
2733,odd,OE,142876,377,0,1,0,0
2734,even,EE,52,7,1,1,0,0
2735,odd,OE,143032,378,0,1,0,0
2736,even,EE,52,7,1,1,0,0
2737,odd,OO,143189,54183179,0,0,1,1
2738,even,EE,52,7,1,1,0,0
2739,odd,OE,143346,378,0,1,0,0
2740,even,EE,52,7,1,1,0,0
2741,odd,OO,143503,54361504,0,0,1,1
2742,even,EE,52,7,1,1,0,0
2743,odd,OE,143660,379,0,1,0,0
2744,even,EE,52,7,1,1,0,0
2745,odd,OE,143818,379,0,1,0,0
2746,even,EE,52,7,1,1,0,0
2747,odd,OO,143975,54629928,0,0,1,1
2748,even,EE,52,7,1,1,0,0
2749,odd,OE,144132,379,0,1,0,0
2750,even,EE,52,7,1,1,0,0
2751,odd,OO,144289,54808742,0,0,1,1
2752,even,EE,52,7,1,1,0,0
2753,odd,OO,144447,54898792,0,0,1,1
2754,even,EE,52,7,1,1,0,0
2755,odd,OE,144604,380,0,1,0,0
2756,even,EE,52,7,1,1,0,0
2757,odd,OE,144762,380,0,1,0,0
2758,even,EE,52,7,1,1,0,0
2759,odd,OO,144919,55168095,0,0,1,1
2760,even,EE,52,7,1,1,0,0
2761,odd,OO,145077,55258341,0,0,1,1
2762,even,EE,52,7,1,1,0,0
2763,odd,OO,145235,55348637,0,0,1,1
2764,even,EE,52,7,1,1,0,0
2765,odd,OE,145392,381,0,1,0,0
2766,even,EE,52,7,1,1,0,0
2767,odd,OE,145550,381,0,1,0,0
2768,even,EE,52,7,1,1,0,0
2769,odd,OE,145708,381,0,1,0,0
2770,even,EE,52,7,1,1,0,0
2771,odd,OE,145866,381,0,1,0,0
2772,even,EE,52,7,1,1,0,0
2773,odd,OE,146024,382,0,1,0,0
2774,even,EE,52,7,1,1,0,0
2775,odd,OE,146182,382,0,1,0,0
2776,even,EE,52,7,1,1,0,0
2777,odd,OE,146340,382,0,1,0,0
2778,even,EE,52,7,1,1,0,0
2779,odd,OE,146498,382,0,1,0,0
2780,even,EE,52,7,1,1,0,0
2781,odd,OE,146656,382,0,1,0,0
2782,even,EE,52,7,1,1,0,0
2783,odd,OE,146814,383,0,1,0,0
2784,even,EE,52,7,1,1,0,0
2785,odd,OO,146973,56345123,0,0,1,1
2786,even,EE,52,7,1,1,0,0
2787,odd,OO,147131,56436007,0,0,1,1
2788,even,EE,52,7,1,1,0,0
2789,odd,OO,147289,56526939,0,0,1,1
2790,even,EE,52,7,1,1,0,0
2791,odd,OE,147448,383,0,1,0,0
2792,even,EE,52,7,1,1,0,0
2793,odd,OE,147606,384,0,1,0,0
2794,even,EE,52,7,1,1,0,0
2795,odd,OO,147765,56801181,0,0,1,1
2796,even,EE,52,7,1,1,0,0
2797,odd,OE,147924,384,0,1,0,0
2798,even,EE,52,7,1,1,0,0
2799,odd,OE,148082,384,0,1,0,0
2800,even,EE,52,7,1,1,0,0
2801,odd,OO,148241,57075865,0,0,1,1
2802,even,EE,52,7,1,1,0,0
2803,odd,OE,148400,385,0,1,0,0
2804,even,EE,52,7,1,1,0,0
2805,odd,OO,148559,57259618,0,0,1,1
2806,even,EE,52,7,1,1,0,0
2807,odd,OE,148718,385,0,1,0,0
2808,even,EE,52,7,1,1,0,0
2809,odd,OO,148877,57443568,0,0,1,1
2810,even,EO,53,385,1,1,0,0
2811,odd,OE,149036,386,0,1,0,0
2812,even,EO,53,385,1,1,0,0
2813,odd,OO,149195,57627715,0,0,1,1
2814,even,EO,53,385,1,1,0,0
2815,odd,OE,149354,386,0,1,0,0
2816,even,EO,53,385,1,1,0,0
2817,odd,OO,149513,57812058,0,0,1,1
2818,even,EO,53,385,1,1,0,0
2819,odd,OE,149672,386,0,1,0,0
2820,even,EO,53,385,1,1,0,0
2821,odd,OE,149832,387,0,1,0,0
2822,even,EO,53,385,1,1,0,0
2823,odd,OO,149991,58089521,0,0,1,1
2824,even,EO,53,385,1,1,0,0
2825,odd,OE,150150,387,0,1,0,0
2826,even,EO,53,385,1,1,0,0
2827,odd,OE,150310,387,0,1,0,0
2828,even,EO,53,385,1,1,0,0
2829,odd,OO,150469,58367427,0,0,1,1
2830,even,EO,53,385,1,1,0,0
2831,odd,OO,150629,58460548,0,0,1,1
2832,even,EO,53,385,1,1,0,0
2833,odd,OO,150789,58553719,0,0,1,1
2834,even,EO,53,385,1,1,0,0
2835,odd,OE,150948,388,0,1,0,0
2836,even,EO,53,385,1,1,0,0
2837,odd,OE,151108,388,0,1,0,0
2838,even,EO,53,385,1,1,0,0
2839,odd,OE,151268,388,0,1,0,0
2840,even,EO,53,385,1,1,0,0
2841,odd,OE,151428,389,0,1,0,0
2842,even,EO,53,385,1,1,0,0
2843,odd,OE,151588,389,0,1,0,0
2844,even,EO,53,385,1,1,0,0
2845,odd,OE,151748,389,0,1,0,0
2846,even,EO,53,385,1,1,0,0
2847,odd,OE,151908,389,0,1,0,0
2848,even,EO,53,385,1,1,0,0
2849,odd,OE,152068,389,0,1,0,0
2850,even,EO,53,385,1,1,0,0
2851,odd,OE,152228,390,0,1,0,0
2852,even,EO,53,385,1,1,0,0
2853,odd,OE,152388,390,0,1,0,0
2854,even,EO,53,385,1,1,0,0
2855,odd,OE,152548,390,0,1,0,0
2856,even,EO,53,385,1,1,0,0
2857,odd,OO,152709,59675621,0,0,1,1
2858,even,EO,53,385,1,1,0,0
2859,odd,OO,152869,59769433,0,0,1,1
2860,even,EO,53,385,1,1,0,0
2861,odd,OE,153030,391,0,1,0,0
2862,even,EO,53,385,1,1,0,0
2863,odd,OE,153190,391,0,1,0,0
2864,even,EO,53,385,1,1,0,0
2865,odd,OO,153351,60052337,0,0,1,1
2866,even,EO,53,385,1,1,0,0
2867,odd,OO,153511,60146346,0,0,1,1
2868,even,EO,53,385,1,1,0,0
2869,odd,OE,153672,392,0,1,0,0
2870,even,EO,53,385,1,1,0,0
2871,odd,OO,153833,60335687,0,0,1,1
2872,even,EO,53,385,1,1,0,0
2873,odd,OO,153993,60429843,0,0,1,1
2874,even,EO,53,385,1,1,0,0
2875,odd,OE,154154,392,0,1,0,0
2876,even,EO,53,385,1,1,0,0
2877,odd,OO,154315,60619481,0,0,1,1
2878,even,EO,53,385,1,1,0,0
2879,odd,OE,154476,393,0,1,0,0
2880,even,EO,53,385,1,1,0,0
2881,odd,OO,154637,60809316,0,0,1,1
2882,even,EO,53,385,1,1,0,0
2883,odd,OE,154798,393,0,1,0,0
2884,even,EO,53,385,1,1,0,0
2885,odd,OO,154959,60999350,0,0,1,1
2886,even,EO,53,385,1,1,0,0
2887,odd,OE,155120,393,0,1,0,0
2888,even,EO,53,385,1,1,0,0
2889,odd,OE,155282,394,0,1,0,0
2890,even,EO,53,385,1,1,0,0
2891,odd,OO,155443,61285361,0,0,1,1
2892,even,EO,53,385,1,1,0,0
2893,odd,OE,155604,394,0,1,0,0
2894,even,EO,53,385,1,1,0,0
2895,odd,OE,155766,394,0,1,0,0
2896,even,EO,53,385,1,1,0,0
2897,odd,OO,155927,61571819,0,0,1,1
2898,even,EO,53,385,1,1,0,0
2899,odd,OO,156089,61667798,0,0,1,1
2900,even,EO,53,385,1,1,0,0
2901,odd,OE,156250,395,0,1,0,0
2902,even,EO,53,385,1,1,0,0
2903,odd,OE,156412,395,0,1,0,0
2904,even,EO,53,385,1,1,0,0
2905,odd,OO,156573,61954849,0,0,1,1
2906,even,EO,53,385,1,1,0,0
2907,odd,OO,156735,62051028,0,0,1,1
2908,even,EO,53,385,1,1,0,0
2909,odd,OO,156897,62147256,0,0,1,1
2910,even,EO,53,385,1,1,0,0
2911,odd,OO,157059,62243533,0,0,1,1
2912,even,EO,53,385,1,1,0,0
2913,odd,OO,157221,62339861,0,0,1,1
2914,even,EO,53,385,1,1,0,0
2915,odd,OO,157383,62436238,0,0,1,1
2916,even,EE,54,7,1,1,0,0
2917,odd,OO,157545,62532664,0,0,1,1
2918,even,EE,54,7,1,1,0,0
2919,odd,OO,157707,62629141,0,0,1,1
2920,even,EE,54,7,1,1,0,0
2921,odd,OO,157869,62725666,0,0,1,1
2922,even,EE,54,7,1,1,0,0
2923,odd,OO,158031,62822242,0,0,1,1
2924,even,EE,54,7,1,1,0,0
2925,odd,OO,158193,62918866,0,0,1,1
2926,even,EE,54,7,1,1,0,0
2927,odd,OO,158355,63015541,0,0,1,1
2928,even,EE,54,7,1,1,0,0
2929,odd,OE,158518,398,0,1,0,0
2930,even,EE,54,7,1,1,0,0
2931,odd,OE,158680,398,0,1,0,0
2932,even,EE,54,7,1,1,0,0
2933,odd,OO,158843,63307056,0,0,1,1
2934,even,EE,54,7,1,1,0,0
2935,odd,OO,159005,63403929,0,0,1,1
2936,even,EE,54,7,1,1,0,0
2937,odd,OE,159168,398,0,1,0,0
2938,even,EE,54,7,1,1,0,0
2939,odd,OE,159330,399,0,1,0,0
2940,even,EE,54,7,1,1,0,0
2941,odd,OO,159493,63696041,0,0,1,1
2942,even,EE,54,7,1,1,0,0
2943,odd,OE,159656,399,0,1,0,0
2944,even,EE,54,7,1,1,0,0
2945,odd,OE,159818,399,0,1,0,0
2946,even,EE,54,7,1,1,0,0
2947,odd,OO,159981,63988600,0,0,1,1
2948,even,EE,54,7,1,1,0,0
2949,odd,OE,160144,400,0,1,0,0
2950,even,EE,54,7,1,1,0,0
2951,odd,OO,160307,64184288,0,0,1,1
2952,even,EE,54,7,1,1,0,0
2953,odd,OE,160470,400,0,1,0,0
2954,even,EE,54,7,1,1,0,0
2955,odd,OO,160633,64380175,0,0,1,1
2956,even,EE,54,7,1,1,0,0
2957,odd,OE,160796,400,0,1,0,0
2958,even,EE,54,7,1,1,0,0
2959,odd,OO,160959,64576261,0,0,1,1
2960,even,EE,54,7,1,1,0,0
2961,odd,OO,161123,64674980,0,0,1,1
2962,even,EE,54,7,1,1,0,0
2963,odd,OE,161286,401,0,1,0,0
2964,even,EE,54,7,1,1,0,0
2965,odd,OO,161449,64871365,0,0,1,1
2966,even,EE,54,7,1,1,0,0
2967,odd,OO,161613,64970235,0,0,1,1
2968,even,EE,54,7,1,1,0,0
2969,odd,OE,161776,402,0,1,0,0
2970,even,EE,54,7,1,1,0,0
2971,odd,OO,161939,65166917,0,0,1,1
2972,even,EE,54,7,1,1,0,0
2973,odd,OO,162103,65265937,0,0,1,1
2974,even,EE,54,7,1,1,0,0
2975,odd,OO,162267,65365006,0,0,1,1
2976,even,EE,54,7,1,1,0,0
2977,odd,OE,162430,403,0,1,0,0
2978,even,EE,54,7,1,1,0,0
2979,odd,OE,162594,403,0,1,0,0
2980,even,EE,54,7,1,1,0,0
2981,odd,OE,162758,403,0,1,0,0
2982,even,EE,54,7,1,1,0,0
2983,odd,OE,162922,403,0,1,0,0
2984,even,EE,54,7,1,1,0,0
2985,odd,OO,163085,65859893,0,0,1,1
2986,even,EE,54,7,1,1,0,0
2987,odd,OO,163249,65959263,0,0,1,1
2988,even,EE,54,7,1,1,0,0
2989,odd,OO,163413,66058682,0,0,1,1
2990,even,EE,54,7,1,1,0,0
2991,odd,OO,163577,66158150,0,0,1,1
2992,even,EE,54,7,1,1,0,0
2993,odd,OO,163741,66257669,0,0,1,1
2994,even,EE,54,7,1,1,0,0
2995,odd,OE,163906,404,0,1,0,0
2996,even,EE,54,7,1,1,0,0
2997,odd,OE,164070,405,0,1,0,0
2998,even,EE,54,7,1,1,0,0
2999,odd,OE,164234,405,0,1,0,0
3000,even,EE,54,7,1,1,0,0
3001,odd,OE,164398,405,0,1,0,0
3002,even,EE,54,7,1,1,0,0
3003,odd,OO,164563,66757227,0,0,1,1
3004,even,EE,54,7,1,1,0,0
3005,odd,OO,164727,66857045,0,0,1,1
3006,even,EE,54,7,1,1,0,0
3007,odd,OE,164892,406,0,1,0,0
3008,even,EE,54,7,1,1,0,0
3009,odd,OE,165056,406,0,1,0,0
3010,even,EE,54,7,1,1,0,0
3011,odd,OO,165221,67158017,0,0,1,1
3012,even,EE,54,7,1,1,0,0
3013,odd,OO,165385,67258035,0,0,1,1
3014,even,EE,54,7,1,1,0,0
3015,odd,OE,165550,406,0,1,0,0
3016,even,EE,54,7,1,1,0,0
3017,odd,OO,165715,67459440,0,0,1,1
3018,even,EE,54,7,1,1,0,0
3019,odd,OE,165880,407,0,1,0,0
3020,even,EE,54,7,1,1,0,0
3021,odd,OO,166045,67661045,0,0,1,1
3022,even,EE,54,7,1,1,0,0
3023,odd,OE,166210,407,0,1,0,0
3024,even,EE,54,7,1,1,0,0
3025,odd,OO,166375,67862851,0,0,1,1
3026,even,EO,55,407,1,1,0,0
3027,odd,OE,166540,408,0,1,0,0
3028,even,EO,55,407,1,1,0,0
3029,odd,OO,166705,68064857,0,0,1,1
3030,even,EO,55,407,1,1,0,0
3031,odd,OE,166870,408,0,1,0,0
3032,even,EO,55,407,1,1,0,0
3033,odd,OO,167035,68267063,0,0,1,1
3034,even,EO,55,407,1,1,0,0
3035,odd,OE,167200,408,0,1,0,0
3036,even,EO,55,407,1,1,0,0
3037,odd,OO,167365,68469469,0,0,1,1
3038,even,EO,55,407,1,1,0,0
3039,odd,OO,167531,68571361,0,0,1,1
3040,even,EO,55,407,1,1,0,0
3041,odd,OE,167696,409,0,1,0,0
3042,even,EO,55,407,1,1,0,0
3043,odd,OE,167862,409,0,1,0,0
3044,even,EO,55,407,1,1,0,0
3045,odd,OO,168027,68876109,0,0,1,1
3046,even,EO,55,407,1,1,0,0
3047,odd,OO,168193,68978202,0,0,1,1
3048,even,EO,55,407,1,1,0,0
3049,odd,OE,168358,410,0,1,0,0
3050,even,EO,55,407,1,1,0,0
3051,odd,OE,168524,410,0,1,0,0
3052,even,EO,55,407,1,1,0,0
3053,odd,OE,168690,410,0,1,0,0
3054,even,EO,55,407,1,1,0,0
3055,odd,OE,168856,410,0,1,0,0
3056,even,EO,55,407,1,1,0,0
3057,odd,OO,169021,69488190,0,0,1,1
3058,even,EO,55,407,1,1,0,0
3059,odd,OO,169187,69590584,0,0,1,1
3060,even,EO,55,407,1,1,0,0
3061,odd,OO,169353,69693029,0,0,1,1
3062,even,EO,55,407,1,1,0,0
3063,odd,OO,169519,69795524,0,0,1,1
3064,even,EO,55,407,1,1,0,0
3065,odd,OO,169685,69898069,0,0,1,1
3066,even,EO,55,407,1,1,0,0
3067,odd,OO,169851,70000664,0,0,1,1
3068,even,EO,55,407,1,1,0,0
3069,odd,OE,170018,412,0,1,0,0
3070,even,EO,55,407,1,1,0,0
3071,odd,OE,170184,412,0,1,0,0
3072,even,EO,55,407,1,1,0,0
3073,odd,OE,170350,412,0,1,0,0
3074,even,EO,55,407,1,1,0,0
3075,odd,OE,170516,412,0,1,0,0
3076,even,EO,55,407,1,1,0,0
3077,odd,OO,170683,70515631,0,0,1,1
3078,even,EO,55,407,1,1,0,0
3079,odd,OO,170849,70618528,0,0,1,1
3080,even,EO,55,407,1,1,0,0
3081,odd,OE,171016,413,0,1,0,0
3082,even,EO,55,407,1,1,0,0
3083,odd,OE,171182,413,0,1,0,0
3084,even,EO,55,407,1,1,0,0
3085,odd,OO,171349,70928759,0,0,1,1
3086,even,EO,55,407,1,1,0,0
3087,odd,OE,171516,414,0,1,0,0
3088,even,EO,55,407,1,1,0,0
3089,odd,OE,171682,414,0,1,0,0
3090,even,EO,55,407,1,1,0,0
3091,odd,OO,171849,71239442,0,0,1,1
3092,even,EO,55,407,1,1,0,0
3093,odd,OE,172016,414,0,1,0,0
3094,even,EO,55,407,1,1,0,0
3095,odd,OO,172183,71447231,0,0,1,1
3096,even,EO,55,407,1,1,0,0
3097,odd,OE,172350,415,0,1,0,0
3098,even,EO,55,407,1,1,0,0
3099,odd,OO,172517,71655222,0,0,1,1
3100,even,EO,55,407,1,1,0,0
3101,odd,OE,172684,415,0,1,0,0
3102,even,EO,55,407,1,1,0,0
3103,odd,OO,172851,71863413,0,0,1,1
3104,even,EO,55,407,1,1,0,0
3105,odd,OE,173018,415,0,1,0,0
3106,even,EO,55,407,1,1,0,0
3107,odd,OO,173185,72071806,0,0,1,1
3108,even,EO,55,407,1,1,0,0
3109,odd,OE,173352,416,0,1,0,0
3110,even,EO,55,407,1,1,0,0
3111,odd,OE,173520,416,0,1,0,0
3112,even,EO,55,407,1,1,0,0
3113,odd,OO,173687,72385398,0,0,1,1
3114,even,EO,55,407,1,1,0,0
3115,odd,OE,173854,416,0,1,0,0
3116,even,EO,55,407,1,1,0,0
3117,odd,OE,174022,417,0,1,0,0
3118,even,EO,55,407,1,1,0,0
3119,odd,OO,174189,72699443,0,0,1,1
3120,even,EO,55,407,1,1,0,0
3121,odd,OO,174357,72804643,0,0,1,1
3122,even,EO,55,407,1,1,0,0
3123,odd,OO,174525,72909894,0,0,1,1
3124,even,EO,55,407,1,1,0,0
3125,odd,OE,174692,417,0,1,0,0
3126,even,EO,55,407,1,1,0,0
3127,odd,OE,174860,418,0,1,0,0
3128,even,EO,55,407,1,1,0,0
3129,odd,OE,175028,418,0,1,0,0
3130,even,EO,55,407,1,1,0,0
3131,odd,OE,175196,418,0,1,0,0
3132,even,EO,55,407,1,1,0,0
3133,odd,OE,175364,418,0,1,0,0
3134,even,EO,55,407,1,1,0,0
3135,odd,OE,175532,418,0,1,0,0
3136,even,EE,56,7,1,1,0,0
3137,odd,OE,175700,419,0,1,0,0
3138,even,EE,56,7,1,1,0,0
3139,odd,OE,175868,419,0,1,0,0
3140,even,EE,56,7,1,1,0,0
3141,odd,OE,176036,419,0,1,0,0
3142,even,EE,56,7,1,1,0,0
3143,odd,OE,176204,419,0,1,0,0
3144,even,EE,56,7,1,1,0,0
3145,odd,OE,176372,419,0,1,0,0
3146,even,EE,56,7,1,1,0,0
3147,odd,OE,176540,420,0,1,0,0
3148,even,EE,56,7,1,1,0,0
3149,odd,OO,176709,74282755,0,0,1,1
3150,even,EE,56,7,1,1,0,0
3151,odd,OO,176877,74388713,0,0,1,1
3152,even,EE,56,7,1,1,0,0
3153,odd,OO,177045,74494721,0,0,1,1
3154,even,EE,56,7,1,1,0,0
3155,odd,OE,177214,420,0,1,0,0
3156,even,EE,56,7,1,1,0,0
3157,odd,OE,177382,421,0,1,0,0
3158,even,EE,56,7,1,1,0,0
3159,odd,OO,177551,74814311,0,0,1,1
3160,even,EE,56,7,1,1,0,0
3161,odd,OE,177720,421,0,1,0,0
3162,even,EE,56,7,1,1,0,0
3163,odd,OE,177888,421,0,1,0,0
3164,even,EE,56,7,1,1,0,0
3165,odd,OO,178057,75134357,0,0,1,1
3166,even,EE,56,7,1,1,0,0
3167,odd,OE,178226,422,0,1,0,0
3168,even,EE,56,7,1,1,0,0
3169,odd,OO,178395,75348396,0,0,1,1
3170,even,EE,56,7,1,1,0,0
3171,odd,OE,178564,422,0,1,0,0
3172,even,EE,56,7,1,1,0,0
3173,odd,OO,178733,75562639,0,0,1,1
3174,even,EE,56,7,1,1,0,0
3175,odd,OE,178902,422,0,1,0,0
3176,even,EE,56,7,1,1,0,0
3177,odd,OO,179071,75777083,0,0,1,1
3178,even,EE,56,7,1,1,0,0
3179,odd,OE,179240,423,0,1,0,0
3180,even,EE,56,7,1,1,0,0
3181,odd,OO,179409,75991731,0,0,1,1
3182,even,EE,56,7,1,1,0,0
3183,odd,OE,179578,423,0,1,0,0
3184,even,EE,56,7,1,1,0,0
3185,odd,OE,179748,423,0,1,0,0
3186,even,EE,56,7,1,1,0,0
3187,odd,OO,179917,76314717,0,0,1,1
3188,even,EE,56,7,1,1,0,0
3189,odd,OE,180086,424,0,1,0,0
3190,even,EE,56,7,1,1,0,0
3191,odd,OE,180256,424,0,1,0,0
3192,even,EE,56,7,1,1,0,0
3193,odd,OO,180425,76638160,0,0,1,1
3194,even,EE,56,7,1,1,0,0
3195,odd,OO,180595,76746500,0,0,1,1
3196,even,EE,56,7,1,1,0,0
3197,odd,OE,180764,425,0,1,0,0
3198,even,EE,56,7,1,1,0,0
3199,odd,OE,180934,425,0,1,0,0
3200,even,EE,56,7,1,1,0,0
3201,odd,OE,181104,425,0,1,0,0
3202,even,EE,56,7,1,1,0,0
3203,odd,OO,181273,77179095,0,0,1,1
3204,even,EE,56,7,1,1,0,0
3205,odd,OO,181443,77287689,0,0,1,1
3206,even,EE,56,7,1,1,0,0
3207,odd,OO,181613,77396335,0,0,1,1
3208,even,EE,56,7,1,1,0,0
3209,odd,OO,181783,77505031,0,0,1,1
3210,even,EE,56,7,1,1,0,0
3211,odd,OO,181953,77613779,0,0,1,1
3212,even,EE,56,7,1,1,0,0
3213,odd,OO,182123,77722577,0,0,1,1
3214,even,EE,56,7,1,1,0,0
3215,odd,OO,182293,77831426,0,0,1,1
3216,even,EE,56,7,1,1,0,0
3217,odd,OO,182463,77940325,0,0,1,1
3218,even,EE,56,7,1,1,0,0
3219,odd,OO,182633,78049276,0,0,1,1
3220,even,EE,56,7,1,1,0,0
3221,odd,OE,182804,427,0,1,0,0
3222,even,EE,56,7,1,1,0,0
3223,odd,OE,182974,427,0,1,0,0
3224,even,EE,56,7,1,1,0,0
3225,odd,OE,183144,427,0,1,0,0
3226,even,EE,56,7,1,1,0,0
3227,odd,OO,183315,78486869,0,0,1,1
3228,even,EE,56,7,1,1,0,0
3229,odd,OO,183485,78596073,0,0,1,1
3230,even,EE,56,7,1,1,0,0
3231,odd,OE,183656,428,0,1,0,0
3232,even,EE,56,7,1,1,0,0
3233,odd,OE,183826,428,0,1,0,0
3234,even,EE,56,7,1,1,0,0
3235,odd,OO,183997,78925276,0,0,1,1
3236,even,EE,56,7,1,1,0,0
3237,odd,OO,184167,79034683,0,0,1,1
3238,even,EE,56,7,1,1,0,0
3239,odd,OE,184338,429,0,1,0,0
3240,even,EE,56,7,1,1,0,0
3241,odd,OO,184509,79254938,0,0,1,1
3242,even,EE,56,7,1,1,0,0
3243,odd,OE,184680,429,0,1,0,0
3244,even,EE,56,7,1,1,0,0
3245,odd,OO,184851,79475397,0,0,1,1
3246,even,EE,56,7,1,1,0,0
3247,odd,OE,185022,430,0,1,0,0
3248,even,EE,56,7,1,1,0,0
3249,odd,OO,185193,79696059,0,0,1,1
3250,even,EO,57,430,1,1,0,0
3251,odd,OE,185364,430,0,1,0,0
3252,even,EO,57,430,1,1,0,0
3253,odd,OO,185535,79916926,0,0,1,1
3254,even,EO,57,430,1,1,0,0
3255,odd,OE,185706,430,0,1,0,0
3256,even,EO,57,430,1,1,0,0
3257,odd,OO,185877,80137996,0,0,1,1
3258,even,EO,57,430,1,1,0,0
3259,odd,OE,186048,431,0,1,0,0
3260,even,EO,57,430,1,1,0,0
3261,odd,OO,186219,80359270,0,0,1,1
3262,even,EO,57,430,1,1,0,0
3263,odd,OO,186391,80470631,0,0,1,1
3264,even,EO,57,430,1,1,0,0
3265,odd,OE,186562,431,0,1,0,0
3266,even,EO,57,430,1,1,0,0
3267,odd,OE,186734,432,0,1,0,0
3268,even,EO,57,430,1,1,0,0
3269,odd,OO,186905,80803724,0,0,1,1
3270,even,EO,57,430,1,1,0,0
3271,odd,OO,187077,80915290,0,0,1,1
3272,even,EO,57,430,1,1,0,0
3273,odd,OE,187248,432,0,1,0,0
3274,even,EO,57,430,1,1,0,0
3275,odd,OE,187420,432,0,1,0,0
3276,even,EO,57,430,1,1,0,0
3277,odd,OE,187592,433,0,1,0,0
3278,even,EO,57,430,1,1,0,0
3279,odd,OO,187763,81360765,0,0,1,1
3280,even,EO,57,430,1,1,0,0
3281,odd,OO,187935,81472586,0,0,1,1
3282,even,EO,57,430,1,1,0,0
3283,odd,OO,188107,81584458,0,0,1,1
3284,even,EO,57,430,1,1,0,0
3285,odd,OO,188279,81696382,0,0,1,1
3286,even,EO,57,430,1,1,0,0
3287,odd,OO,188451,81808356,0,0,1,1
3288,even,EO,57,430,1,1,0,0
3289,odd,OO,188623,81920382,0,0,1,1
3290,even,EO,57,430,1,1,0,0
3291,odd,OO,188795,82032459,0,0,1,1
3292,even,EO,57,430,1,1,0,0
3293,odd,OO,188967,82144587,0,0,1,1
3294,even,EO,57,430,1,1,0,0
3295,odd,OO,189139,82256766,0,0,1,1
3296,even,EO,57,430,1,1,0,0
3297,odd,OE,189312,435,0,1,0,0
3298,even,EO,57,430,1,1,0,0
3299,odd,OE,189484,435,0,1,0,0
3300,even,EO,57,430,1,1,0,0
