n,parity,word2,T,T2,one_step,two_step,leftover,odd_odd
689,odd,OO,18085,2432079,0,0,1,1
690,even,EE,26,5,1,1,0,0
691,odd,OE,18164,134,0,1,0,0
692,even,EE,26,5,1,1,0,0
693,odd,OO,18243,2464020,0,0,1,1
694,even,EE,26,5,1,1,0,0
695,odd,OE,18322,135,0,1,0,0
696,even,EE,26,5,1,1,0,0
697,odd,OO,18401,2496100,0,0,1,1
698,even,EE,26,5,1,1,0,0
699,odd,OE,18480,135,0,1,0,0
700,even,EE,26,5,1,1,0,0
701,odd,OO,18559,2528318,0,0,1,1
702,even,EE,26,5,1,1,0,0
703,odd,OO,18639,2544684,0,0,1,1
704,even,EE,26,5,1,1,0,0
705,odd,OO,18719,2561084,0,0,1,1
706,even,EE,26,5,1,1,0,0
707,odd,OE,18798,137,0,1,0,0
708,even,EE,26,5,1,1,0,0
709,odd,OE,18878,137,0,1,0,0
710,even,EE,26,5,1,1,0,0
711,odd,OE,18958,137,0,1,0,0
712,even,EE,26,5,1,1,0,0
713,odd,OE,19038,137,0,1,0,0
714,even,EE,26,5,1,1,0,0
715,odd,OE,19118,138,0,1,0,0
716,even,EE,26,5,1,1,0,0
717,odd,OO,19199,2660222,0,0,1,1
718,even,EE,26,5,1,1,0,0
719,odd,OO,19279,2676866,0,0,1,1
720,even,EE,26,5,1,1,0,0
721,odd,OO,19359,2693545,0,0,1,1
722,even,EE,26,5,1,1,0,0
723,odd,OE,19440,139,0,1,0,0
724,even,EE,26,5,1,1,0,0
725,odd,OO,19521,2727426,0,0,1,1
726,even,EE,26,5,1,1,0,0
727,odd,OE,19602,140,0,1,0,0
728,even,EE,26,5,1,1,0,0
729,odd,OO,19683,2761448,0,0,1,1
730,even,EO,27,140,1,1,0,0
731,odd,OE,19764,140,0,1,0,0
732,even,EO,27,140,1,1,0,0
733,odd,OO,19845,2795610,0,0,1,1
734,even,EO,27,140,1,1,0,0
735,odd,OE,19926,141,0,1,0,0
736,even,EO,27,140,1,1,0,0
737,odd,OO,20007,2829912,0,0,1,1
738,even,EO,27,140,1,1,0,0
739,odd,OO,20089,2847327,0,0,1,1
740,even,EO,27,140,1,1,0,0
741,odd,OE,20170,142,0,1,0,0
742,even,EO,27,140,1,1,0,0
743,odd,OE,20252,142,0,1,0,0
744,even,EO,27,140,1,1,0,0
745,odd,OE,20334,142,0,1,0,0
746,even,EO,27,140,1,1,0,0
747,odd,OE,20416,142,0,1,0,0
748,even,EO,27,140,1,1,0,0
749,odd,OE,20498,143,0,1,0,0
750,even,EO,27,140,1,1,0,0
751,odd,OE,20580,143,0,1,0,0
752,even,EO,27,140,1,1,0,0
753,odd,OE,20662,143,0,1,0,0
754,even,EO,27,140,1,1,0,0
755,odd,OO,20745,2987928,0,0,1,1
756,even,EO,27,140,1,1,0,0
757,odd,OO,20827,3005661,0,0,1,1
758,even,EO,27,140,1,1,0,0
759,odd,OE,20910,144,0,1,0,0
760,even,EO,27,140,1,1,0,0
761,odd,OO,20993,3041667,0,0,1,1
762,even,EO,27,140,1,1,0,0
763,odd,OO,21075,3059506,0,0,1,1
764,even,EO,27,140,1,1,0,0
765,odd,OE,21158,145,0,1,0,0
766,even,EO,27,140,1,1,0,0
767,odd,OO,21241,3095725,0,0,1,1
768,even,EO,27,140,1,1,0,0
769,odd,OO,21325,3114107,0,0,1,1
770,even,EO,27,140,1,1,0,0
771,odd,OE,21408,146,0,1,0,0
772,even,EO,27,140,1,1,0,0
773,odd,OO,21491,3150539,0,0,1,1
774,even,EO,27,140,1,1,0,0
775,odd,OO,21575,3169028,0,0,1,1
776,even,EO,27,140,1,1,0,0
777,odd,OE,21658,147,0,1,0,0
778,even,EO,27,140,1,1,0,0
779,odd,OE,21742,147,0,1,0,0
780,even,EO,27,140,1,1,0,0
781,odd,OE,21826,147,0,1,0,0
782,even,EO,27,140,1,1,0,0
783,odd,OE,21910,148,0,1,0,0
784,even,EE,28,5,1,1,0,0
785,odd,OE,21994,148,0,1,0,0
786,even,EE,28,5,1,1,0,0
787,odd,OE,22078,148,0,1,0,0
788,even,EE,28,5,1,1,0,0
789,odd,OE,22162,148,0,1,0,0
790,even,EE,28,5,1,1,0,0
791,odd,OE,22246,149,0,1,0,0
792,even,EE,28,5,1,1,0,0
793,odd,OO,22331,3337046,0,0,1,1
794,even,EE,28,5,1,1,0,0
795,odd,OO,22415,3355893,0,0,1,1
796,even,EE,28,5,1,1,0,0
797,odd,OE,22500,150,0,1,0,0
798,even,EE,28,5,1,1,0,0
799,odd,OO,22585,3394143,0,0,1,1
800,even,EE,28,5,1,1,0,0
801,odd,OO,22669,3413096,0,0,1,1
802,even,EE,28,5,1,1,0,0
803,odd,OE,22754,150,0,1,0,0
804,even,EE,28,5,1,1,0,0
805,odd,OO,22839,3451561,0,0,1,1
806,even,EE,28,5,1,1,0,0
807,odd,OO,22925,3471075,0,0,1,1
808,even,EE,28,5,1,1,0,0
809,odd,OE,23010,151,0,1,0,0
810,even,EE,28,5,1,1,0,0
811,odd,OO,23095,3509756,0,0,1,1
812,even,EE,28,5,1,1,0,0
813,odd,OO,23181,3529378,0,0,1,1
814,even,EE,28,5,1,1,0,0
815,odd,OE,23266,152,0,1,0,0
816,even,EE,28,5,1,1,0,0
817,odd,OE,23352,152,0,1,0,0
818,even,EE,28,5,1,1,0,0
819,odd,OE,23438,153,0,1,0,0
820,even,EE,28,5,1,1,0,0
821,odd,OE,23524,153,0,1,0,0
822,even,EE,28,5,1,1,0,0
823,odd,OE,23610,153,0,1,0,0
824,even,EE,28,5,1,1,0,0
825,odd,OE,23696,153,0,1,0,0
826,even,EE,28,5,1,1,0,0
827,odd,OE,23782,154,0,1,0,0
828,even,EE,28,5,1,1,0,0
829,odd,OE,23868,154,0,1,0,0
830,even,EE,28,5,1,1,0,0
831,odd,OO,23955,3707611,0,0,1,1
832,even,EE,28,5,1,1,0,0
833,odd,OO,24041,3727595,0,0,1,1
834,even,EE,28,5,1,1,0,0
835,odd,OE,24128,155,0,1,0,0
836,even,EE,28,5,1,1,0,0
837,odd,OO,24215,3768137,0,0,1,1
838,even,EE,28,5,1,1,0,0
839,odd,OE,24302,155,0,1,0,0
840,even,EE,28,5,1,1,0,0
841,odd,OO,24389,3808824,0,0,1,1
842,even,EO,29,156,1,1,0,0
843,odd,OE,24476,156,0,1,0,0
844,even,EO,29,156,1,1,0,0
845,odd,OO,24563,3849657,0,0,1,1
846,even,EO,29,156,1,1,0,0
847,odd,OE,24650,157,0,1,0,0
848,even,EO,29,156,1,1,0,0
849,odd,OO,24737,3890635,0,0,1,1
850,even,EO,29,156,1,1,0,0
851,odd,OO,24825,3911414,0,0,1,1
852,even,EO,29,156,1,1,0,0
853,odd,OE,24912,157,0,1,0,0
854,even,EO,29,156,1,1,0,0
855,odd,OE,25000,158,0,1,0,0
856,even,EO,29,156,1,1,0,0
857,odd,OE,25088,158,0,1,0,0
858,even,EO,29,156,1,1,0,0
859,odd,OE,25176,158,0,1,0,0
860,even,EO,29,156,1,1,0,0
861,odd,OE,25264,158,0,1,0,0
862,even,EO,29,156,1,1,0,0
863,odd,OE,25352,159,0,1,0,0
864,even,EO,29,156,1,1,0,0
865,odd,OE,25440,159,0,1,0,0
866,even,EO,29,156,1,1,0,0
867,odd,OE,25528,159,0,1,0,0
868,even,EO,29,156,1,1,0,0
869,odd,OO,25617,4100080,0,0,1,1
870,even,EO,29,156,1,1,0,0
871,odd,OO,25705,4121225,0,0,1,1
872,even,EO,29,156,1,1,0,0
873,odd,OE,25794,160,0,1,0,0
874,even,EO,29,156,1,1,0,0
875,odd,OE,25882,160,0,1,0,0
876,even,EO,29,156,1,1,0,0
877,odd,OO,25971,4185361,0,0,1,1
878,even,EO,29,156,1,1,0,0
879,odd,OE,26060,161,0,1,0,0
880,even,EO,29,156,1,1,0,0
881,odd,OO,26149,4228463,0,0,1,1
882,even,EO,29,156,1,1,0,0
883,odd,OE,26238,161,0,1,0,0
884,even,EO,29,156,1,1,0,0
885,odd,OO,26327,4271712,0,0,1,1
886,even,EO,29,156,1,1,0,0
887,odd,OO,26417,4293636,0,0,1,1
888,even,EO,29,156,1,1,0,0
889,odd,OE,26506,162,0,1,0,0
890,even,EO,29,156,1,1,0,0
891,odd,OE,26596,163,0,1,0,0
892,even,EO,29,156,1,1,0,0
893,odd,OO,26685,4359139,0,0,1,1
894,even,EO,29,156,1,1,0,0
895,odd,OO,26775,4381211,0,0,1,1
896,even,EO,29,156,1,1,0,0
897,odd,OO,26865,4403320,0,0,1,1
898,even,EO,29,156,1,1,0,0
899,odd,OO,26955,4425465,0,0,1,1
900,even,EE,30,5,1,1,0,0
901,odd,OO,27045,4447648,0,0,1,1
902,even,EE,30,5,1,1,0,0
903,odd,OO,27135,4469868,0,0,1,1
904,even,EE,30,5,1,1,0,0
905,odd,OO,27225,4492125,0,0,1,1
906,even,EE,30,5,1,1,0,0
907,odd,OO,27315,4514418,0,0,1,1
908,even,EE,30,5,1,1,0,0
909,odd,OE,27406,165,0,1,0,0
910,even,EE,30,5,1,1,0,0
911,odd,OE,27496,165,0,1,0,0
912,even,EE,30,5,1,1,0,0
913,odd,OO,27587,4582017,0,0,1,1
914,even,EE,30,5,1,1,0,0
915,odd,OO,27677,4604458,0,0,1,1
916,even,EE,30,5,1,1,0,0
917,odd,OE,27768,166,0,1,0,0
918,even,EE,30,5,1,1,0,0
919,odd,OO,27859,4649950,0,0,1,1
920,even,EE,30,5,1,1,0,0
921,odd,OE,27950,167,0,1,0,0
922,even,EE,30,5,1,1,0,0
923,odd,OO,28041,4695590,0,0,1,1
924,even,EE,30,5,1,1,0,0
925,odd,OE,28132,167,0,1,0,0
926,even,EE,30,5,1,1,0,0
927,odd,OE,28224,168,0,1,0,0
928,even,EE,30,5,1,1,0,0
929,odd,OO,28315,4764582,0,0,1,1
930,even,EE,30,5,1,1,0,0
931,odd,OE,28406,168,0,1,0,0
932,even,EE,30,5,1,1,0,0
933,odd,OE,28498,168,0,1,0,0
934,even,EE,30,5,1,1,0,0
935,odd,OE,28590,169,0,1,0,0
936,even,EE,30,5,1,1,0,0
937,odd,OO,28681,4857260,0,0,1,1
938,even,EE,30,5,1,1,0,0
939,odd,OO,28773,4880650,0,0,1,1
940,even,EE,30,5,1,1,0,0
941,odd,OO,28865,4904077,0,0,1,1
942,even,EE,30,5,1,1,0,0
943,odd,OO,28957,4927542,0,0,1,1
944,even,EE,30,5,1,1,0,0
945,odd,OE,29050,170,0,1,0,0
946,even,EE,30,5,1,1,0,0
947,odd,OE,29142,170,0,1,0,0
948,even,EE,30,5,1,1,0,0
949,odd,OE,29234,170,0,1,0,0
950,even,EE,30,5,1,1,0,0
951,odd,OO,29327,5022286,0,0,1,1
952,even,EE,30,5,1,1,0,0
953,odd,OO,29419,5045937,0,0,1,1
954,even,EE,30,5,1,1,0,0
955,odd,OE,29512,171,0,1,0,0
956,even,EE,30,5,1,1,0,0
957,odd,OO,29605,5093866,0,0,1,1
958,even,EE,30,5,1,1,0,0
959,odd,OE,29698,172,0,1,0,0
960,even,EE,30,5,1,1,0,0
961,odd,OO,29791,5141947,0,0,1,1
962,even,EO,31,172,1,1,0,0
963,odd,OE,29884,172,0,1,0,0
964,even,EO,31,172,1,1,0,0
965,odd,OO,29977,5190177,0,0,1,1
966,even,EO,31,172,1,1,0,0
967,odd,OE,30070,173,0,1,0,0
968,even,EO,31,172,1,1,0,0
969,odd,OO,30163,5238558,0,0,1,1
970,even,EO,31,172,1,1,0,0
971,odd,OO,30257,5263065,0,0,1,1
972,even,EO,31,172,1,1,0,0
973,odd,OE,30350,174,0,1,0,0
974,even,EO,31,172,1,1,0,0
975,odd,OE,30444,174,0,1,0,0
976,even,EO,31,172,1,1,0,0
977,odd,OE,30538,174,0,1,0,0
978,even,EO,31,172,1,1,0,0
979,odd,OO,30631,5360950,0,0,1,1
980,even,EO,31,172,1,1,0,0
981,odd,OO,30725,5385646,0,0,1,1
982,even,EO,31,172,1,1,0,0
983,odd,OO,30819,5410380,0,0,1,1
984,even,EO,31,172,1,1,0,0
985,odd,OO,30913,5435152,0,0,1,1
986,even,EO,31,172,1,1,0,0
987,odd,OE,31008,176,0,1,0,0
988,even,EO,31,172,1,1,0,0
989,odd,OE,31102,176,0,1,0,0
990,even,EO,31,172,1,1,0,0
991,odd,OE,31196,176,0,1,0,0
992,even,EO,31,172,1,1,0,0
993,odd,OO,31291,5535147,0,0,1,1
994,even,EO,31,172,1,1,0,0
995,odd,OO,31385,5560107,0,0,1,1
996,even,EO,31,172,1,1,0,0
997,odd,OE,31480,177,0,1,0,0
998,even,EO,31,172,1,1,0,0
999,odd,OO,31575,5610674,0,0,1,1
1000,even,EO,31,172,1,1,0,0
1001,odd,OE,31670,177,0,1,0,0
1002,even,EO,31,172,1,1,0,0
1003,odd,OO,31765,5661392,0,0,1,1
1004,even,EO,31,172,1,1,0,0
1005,odd,OE,31860,178,0,1,0,0
1006,even,EO,31,172,1,1,0,0
1007,odd,OO,31955,5712263,0,0,1,1
1008,even,EO,31,172,1,1,0,0
1009,odd,OE,32050,179,0,1,0,0
1010,even,EO,31,172,1,1,0,0
1011,odd,OO,32145,5763285,0,0,1,1
1012,even,EO,31,172,1,1,0,0
1013,odd,OO,32241,5789122,0,0,1,1
1014,even,EO,31,172,1,1,0,0
1015,odd,OE,32336,179,0,1,0,0
1016,even,EO,31,172,1,1,0,0
1017,odd,OE,32432,180,0,1,0,0
1018,even,EO,31,172,1,1,0,0
1019,odd,OE,32528,180,0,1,0,0
1020,even,EO,31,172,1,1,0,0
1021,odd,OE,32624,180,0,1,0,0
1022,even,EO,31,172,1,1,0,0
1023,odd,OE,32720,180,0,1,0,0
1024,even,EE,32,5,1,1,0,0
1025,odd,OE,32816,181,0,1,0,0
1026,even,EE,32,5,1,1,0,0
1027,odd,OE,32912,181,0,1,0,0
1028,even,EE,32,5,1,1,0,0
1029,odd,OE,33008,181,0,1,0,0
1030,even,EE,32,5,1,1,0,0
1031,odd,OE,33104,181,0,1,0,0
1032,even,EE,32,5,1,1,0,0
1033,odd,OE,33200,182,0,1,0,0
1034,even,EE,32,5,1,1,0,0
1035,odd,OO,33297,6075858,0,0,1,1
1036,even,EE,32,5,1,1,0,0
1037,odd,OO,33393,6102153,0,0,1,1
1038,even,EE,32,5,1,1,0,0
1039,odd,OE,33490,183,0,1,0,0
1040,even,EE,32,5,1,1,0,0
1041,odd,OO,33587,6155407,0,0,1,1
1042,even,EE,32,5,1,1,0,0
1043,odd,OE,33684,183,0,1,0,0
1044,even,EE,32,5,1,1,0,0
1045,odd,OO,33781,6208815,0,0,1,1
1046,even,EE,32,5,1,1,0,0
1047,odd,OE,33878,184,0,1,0,0
1048,even,EE,32,5,1,1,0,0
1049,odd,OO,33975,6262376,0,0,1,1
1050,even,EE,32,5,1,1,0,0
1051,odd,OE,34072,184,0,1,0,0
1052,even,EE,32,5,1,1,0,0
1053,odd,OO,34169,6316091,0,0,1,1
1054,even,EE,32,5,1,1,0,0
1055,odd,OO,34267,6343283,0,0,1,1
1056,even,EE,32,5,1,1,0,0
1057,odd,OE,34364,185,0,1,0,0
1058,even,EE,32,5,1,1,0,0
1059,odd,OE,34462,185,0,1,0,0
1060,even,EE,32,5,1,1,0,0
1061,odd,OO,34559,6424535,0,0,1,1
1062,even,EE,32,5,1,1,0,0
1063,odd,OO,34657,6451882,0,0,1,1
1064,even,EE,32,5,1,1,0,0
1065,odd,OO,34755,6479267,0,0,1,1
1066,even,EE,32,5,1,1,0,0
1067,odd,OO,34853,6506691,0,0,1,1
1068,even,EE,32,5,1,1,0,0
1069,odd,OO,34951,6534154,0,0,1,1
1070,even,EE,32,5,1,1,0,0
1071,odd,OO,35049,6561655,0,0,1,1
1072,even,EE,32,5,1,1,0,0
1073,odd,OO,35147,6589195,0,0,1,1
1074,even,EE,32,5,1,1,0,0
1075,odd,OE,35246,187,0,1,0,0
1076,even,EE,32,5,1,1,0,0
1077,odd,OE,35344,188,0,1,0,0
1078,even,EE,32,5,1,1,0,0
1079,odd,OO,35443,6672609,0,0,1,1
1080,even,EE,32,5,1,1,0,0
1081,odd,OO,35541,6700303,0,0,1,1
1082,even,EE,32,5,1,1,0,0
1083,odd,OE,35640,188,0,1,0,0
1084,even,EE,32,5,1,1,0,0
1085,odd,OO,35739,6756372,0,0,1,1
1086,even,EE,32,5,1,1,0,0
1087,odd,OE,35838,189,0,1,0,0
1088,even,EE,32,5,1,1,0,0
1089,odd,OO,35937,6812597,0,0,1,1
1090,even,EO,33,189,1,1,0,0
1091,odd,OE,36036,189,0,1,0,0
1092,even,EO,33,189,1,1,0,0
1093,odd,OO,36135,6868977,0,0,1,1
1094,even,EO,33,189,1,1,0,0
1095,odd,OE,36234,190,0,1,0,0
1096,even,EO,33,189,1,1,0,0
1097,odd,OO,36333,6925512,0,0,1,1
1098,even,EO,33,189,1,1,0,0
1099,odd,OO,36433,6954123,0,0,1,1
1100,even,EO,33,189,1,1,0,0
1101,odd,OE,36532,191,0,1,0,0
1102,even,EO,33,189,1,1,0,0
1103,odd,OE,36632,191,0,1,0,0
1104,even,EO,33,189,1,1,0,0
1105,odd,OO,36731,7039618,0,0,1,1
1106,even,EO,33,189,1,1,0,0
1107,odd,OO,36831,7068386,0,0,1,1
1108,even,EO,33,189,1,1,0,0
1109,odd,OO,36931,7097192,0,0,1,1
1110,even,EO,33,189,1,1,0,0
1111,odd,OO,37031,7126038,0,0,1,1
1112,even,EO,33,189,1,1,0,0
1113,odd,OO,37131,7154923,0,0,1,1
1114,even,EO,33,189,1,1,0,0
1115,odd,OO,37231,7183846,0,0,1,1
1116,even,EO,33,189,1,1,0,0
1117,odd,OO,37331,7212809,0,0,1,1
1118,even,EO,33,189,1,1,0,0
1119,odd,OE,37432,193,0,1,0,0
1120,even,EO,33,189,1,1,0,0
1121,odd,OE,37532,193,0,1,0,0
1122,even,EO,33,189,1,1,0,0
1123,odd,OO,37633,7300511,0,0,1,1
1124,even,EO,33,189,1,1,0,0
1125,odd,OO,37733,7329629,0,0,1,1
1126,even,EO,33,189,1,1,0,0
1127,odd,OE,37834,194,0,1,0,0
1128,even,EO,33,189,1,1,0,0
1129,odd,OO,37935,7388565,0,0,1,1
1130,even,EO,33,189,1,1,0,0
1131,odd,OO,38035,7417800,0,0,1,1
1132,even,EO,33,189,1,1,0,0
1133,odd,OE,38136,195,0,1,0,0
1134,even,EO,33,189,1,1,0,0
1135,odd,OO,38237,7476971,0,0,1,1
1136,even,EO,33,189,1,1,0,0
1137,odd,OE,38338,195,0,1,0,0
1138,even,EO,33,189,1,1,0,0
1139,odd,OE,38440,196,0,1,0,0
1140,even,EO,33,189,1,1,0,0
1141,odd,OO,38541,7566315,0,0,1,1
1142,even,EO,33,189,1,1,0,0
1143,odd,OE,38642,196,0,1,0,0
1144,even,EO,33,189,1,1,0,0
1145,odd,OE,38744,196,0,1,0,0
1146,even,EO,33,189,1,1,0,0
1147,odd,OO,38845,7656013,0,0,1,1
1148,even,EO,33,189,1,1,0,0
1149,odd,OO,38947,7686188,0,0,1,1
1150,even,EO,33,189,1,1,0,0
1151,odd,OO,39049,7716402,0,0,1,1
1152,even,EO,33,189,1,1,0,0
1153,odd,OO,39151,7746656,0,0,1,1
1154,even,EO,33,189,1,1,0,0
1155,odd,OO,39253,7776949,0,0,1,1
1156,even,EE,34,5,1,1,0,0
1157,odd,OO,39355,7807282,0,0,1,1
1158,even,EE,34,5,1,1,0,0
1159,odd,OO,39457,7837654,0,0,1,1
1160,even,EE,34,5,1,1,0,0
1161,odd,OO,39559,7868065,0,0,1,1
1162,even,EE,34,5,1,1,0,0
1163,odd,OO,39661,7898515,0,0,1,1
1164,even,EE,34,5,1,1,0,0
1165,odd,OO,39763,7929005,0,0,1,1
1166,even,EE,34,5,1,1,0,0
1167,odd,OE,39866,199,0,1,0,0
1168,even,EE,34,5,1,1,0,0
1169,odd,OE,39968,199,0,1,0,0
1170,even,EE,34,5,1,1,0,0
1171,odd,OO,40071,8021309,0,0,1,1
1172,even,EE,34,5,1,1,0,0
1173,odd,OE,40174,200,0,1,0,0
1174,even,EE,34,5,1,1,0,0
1175,odd,OE,40276,200,0,1,0,0
1176,even,EE,34,5,1,1,0,0
1177,odd,OO,40379,8113968,0,0,1,1
1178,even,EE,34,5,1,1,0,0
1179,odd,OE,40482,201,0,1,0,0
1180,even,EE,34,5,1,1,0,0
1181,odd,OO,40585,8176140,0,0,1,1
1182,even,EE,34,5,1,1,0,0
1183,odd,OO,40689,8207587,0,0,1,1
1184,even,EE,34,5,1,1,0,0
1185,odd,OE,40792,201,0,1,0,0
1186,even,EE,34,5,1,1,0,0
1187,odd,OO,40895,8269996,0,0,1,1
1188,even,EE,34,5,1,1,0,0
1189,odd,OE,40998,202,0,1,0,0
1190,even,EE,34,5,1,1,0,0
1191,odd,OE,41102,202,0,1,0,0
1192,even,EE,34,5,1,1,0,0
1193,odd,OE,41206,202,0,1,0,0
1194,even,EE,34,5,1,1,0,0
1195,odd,OO,41309,8395895,0,0,1,1
1196,even,EE,34,5,1,1,0,0
1197,odd,OO,41413,8427621,0,0,1,1
1198,even,EE,34,5,1,1,0,0
1199,odd,OO,41517,8459388,0,0,1,1
1200,even,EE,34,5,1,1,0,0
1201,odd,OO,41621,8491194,0,0,1,1
1202,even,EE,34,5,1,1,0,0
1203,odd,OO,41725,8523039,0,0,1,1
1204,even,EE,34,5,1,1,0,0
1205,odd,OO,41829,8554925,0,0,1,1
1206,even,EE,34,5,1,1,0,0
1207,odd,OO,41933,8586850,0,0,1,1
1208,even,EE,34,5,1,1,0,0
1209,odd,OO,42037,8618815,0,0,1,1
1210,even,EE,34,5,1,1,0,0
1211,odd,OE,42142,205,0,1,0,0
1212,even,EE,34,5,1,1,0,0
1213,odd,OE,42246,205,0,1,0,0
1214,even,EE,34,5,1,1,0,0
1215,odd,OO,42351,8715564,0,0,1,1
1216,even,EE,34,5,1,1,0,0
1217,odd,OO,42455,8747687,0,0,1,1
1218,even,EE,34,5,1,1,0,0
1219,odd,OE,42560,206,0,1,0,0
1220,even,EE,34,5,1,1,0,0
1221,odd,OO,42665,8812672,0,0,1,1
1222,even,EE,34,5,1,1,0,0
1223,odd,OE,42770,206,0,1,0,0
1224,even,EE,34,5,1,1,0,0
1225,odd,OO,42875,8877817,0,0,1,1
1226,even,EO,35,207,1,1,0,0
1227,odd,OE,42980,207,0,1,0,0
1228,even,EO,35,207,1,1,0,0
1229,odd,OO,43085,8943121,0,0,1,1
1230,even,EO,35,207,1,1,0,0
1231,odd,OE,43190,207,0,1,0,0
1232,even,EO,35,207,1,1,0,0
1233,odd,OO,43295,9008585,0,0,1,1
1234,even,EO,35,207,1,1,0,0
1235,odd,OO,43401,9041689,0,0,1,1
1236,even,EO,35,207,1,1,0,0
1237,odd,OE,43506,208,0,1,0,0
1238,even,EO,35,207,1,1,0,0
1239,odd,OE,43612,208,0,1,0,0
1240,even,EO,35,207,1,1,0,0
1241,odd,OO,43717,9140617,0,0,1,1
1242,even,EO,35,207,1,1,0,0
1243,odd,OO,43823,9173882,0,0,1,1
1244,even,EO,35,207,1,1,0,0
1245,odd,OO,43929,9207187,0,0,1,1
1246,even,EO,35,207,1,1,0,0
1247,odd,OO,44035,9240532,0,0,1,1
1248,even,EO,35,207,1,1,0,0
1249,odd,OO,44141,9273918,0,0,1,1
1250,even,EO,35,207,1,1,0,0
1251,odd,OO,44247,9307343,0,0,1,1
1252,even,EO,35,207,1,1,0,0
1253,odd,OO,44353,9340809,0,0,1,1
1254,even,EO,35,207,1,1,0,0
1255,odd,OO,44459,9374314,0,0,1,1
1256,even,EO,35,207,1,1,0,0
1257,odd,OO,44565,9407860,0,0,1,1
1258,even,EO,35,207,1,1,0,0
1259,odd,OE,44672,211,0,1,0,0
1260,even,EO,35,207,1,1,0,0
1261,odd,OE,44778,211,0,1,0,0
1262,even,EO,35,207,1,1,0,0
1263,odd,OO,44885,9509372,0,0,1,1
1264,even,EO,35,207,1,1,0,0
1265,odd,OE,44992,212,0,1,0,0
1266,even,EO,35,207,1,1,0,0
1267,odd,OE,45098,212,0,1,0,0
1268,even,EO,35,207,1,1,0,0
1269,odd,OO,45205,9611246,0,0,1,1
1270,even,EO,35,207,1,1,0,0
1271,odd,OE,45312,212,0,1,0,0
1272,even,EO,35,207,1,1,0,0
1273,odd,OO,45419,9679576,0,0,1,1
1274,even,EO,35,207,1,1,0,0
1275,odd,OE,45526,213,0,1,0,0
1276,even,EO,35,207,1,1,0,0
1277,odd,OO,45633,9748067,0,0,1,1
1278,even,EO,35,207,1,1,0,0
1279,odd,OO,45741,9782694,0,0,1,1
1280,even,EO,35,207,1,1,0,0
1281,odd,OE,45848,214,0,1,0,0
1282,even,EO,35,207,1,1,0,0
1283,odd,OO,45955,9851427,0,0,1,1
1284,even,EO,35,207,1,1,0,0
1285,odd,OO,46063,9886175,0,0,1,1
1286,even,EO,35,207,1,1,0,0
1287,odd,OE,46170,214,0,1,0,0
1288,even,EO,35,207,1,1,0,0
1289,odd,OE,46278,215,0,1,0,0
1290,even,EO,35,207,1,1,0,0
1291,odd,OE,46386,215,0,1,0,0
1292,even,EO,35,207,1,1,0,0
1293,odd,OE,46494,215,0,1,0,0
1294,even,EO,35,207,1,1,0,0
1295,odd,OE,46602,215,0,1,0,0
1296,even,EE,36,6,1,1,0,0
1297,odd,OE,46710,216,0,1,0,0
1298,even,EE,36,6,1,1,0,0
1299,odd,OE,46818,216,0,1,0,0
1300,even,EE,36,6,1,1,0,0
1301,odd,OE,46926,216,0,1,0,0
1302,even,EE,36,6,1,1,0,0
1303,odd,OE,47034,216,0,1,0,0
1304,even,EE,36,6,1,1,0,0
1305,odd,OE,47142,217,0,1,0,0
1306,even,EE,36,6,1,1,0,0
1307,odd,OO,47251,10271089,0,0,1,1
1308,even,EE,36,6,1,1,0,0
1309,odd,OO,47359,10306323,0,0,1,1
1310,even,EE,36,6,1,1,0,0
1311,odd,OE,47468,217,0,1,0,0
1312,even,EE,36,6,1,1,0,0
1313,odd,OO,47577,10377567,0,0,1,1
1314,even,EE,36,6,1,1,0,0
1315,odd,OO,47685,10412923,0,0,1,1
1316,even,EE,36,6,1,1,0,0
1317,odd,OE,47794,218,0,1,0,0
1318,even,EE,36,6,1,1,0,0
1319,odd,OO,47903,10484411,0,0,1,1
1320,even,EE,36,6,1,1,0,0
1321,odd,OE,48012,219,0,1,0,0
1322,even,EE,36,6,1,1,0,0
1323,odd,OO,48121,10556062,0,0,1,1
1324,even,EE,36,6,1,1,0,0
1325,odd,OE,48230,219,0,1,0,0
1326,even,EE,36,6,1,1,0,0
1327,odd,OO,48339,10627876,0,0,1,1
1328,even,EE,36,6,1,1,0,0
1329,odd,OO,48449,10664174,0,0,1,1
1330,even,EE,36,6,1,1,0,0
1331,odd,OE,48558,220,0,1,0,0
1332,even,EE,36,6,1,1,0,0
1333,odd,OE,48668,220,0,1,0,0
1334,even,EE,36,6,1,1,0,0
1335,odd,OO,48777,10772651,0,0,1,1
1336,even,EE,36,6,1,1,0,0
1337,odd,OO,48887,10809113,0,0,1,1
1338,even,EE,36,6,1,1,0,0
1339,odd,OO,48997,10845616,0,0,1,1
1340,even,EE,36,6,1,1,0,0
1341,odd,OE,49106,221,0,1,0,0
1342,even,EE,36,6,1,1,0,0
1343,odd,OE,49216,221,0,1,0,0
1344,even,EE,36,6,1,1,0,0
1345,odd,OE,49326,222,0,1,0,0
1346,even,EE,36,6,1,1,0,0
1347,odd,OE,49436,222,0,1,0,0
1348,even,EE,36,6,1,1,0,0
1349,odd,OO,49547,11028743,0,0,1,1
1350,even,EE,36,6,1,1,0,0
1351,odd,OO,49657,11065491,0,0,1,1
