n,target,a,b,r,peak,peak_position,beta_num,beta_den,validation_status
3,5,1,0,1,5,1,3,2,OK
5,11,1,0,1,11,1,3,2,OK
7,1,1,3,4,18,1,3,16,OK
9,27,1,0,1,27,1,3,2,OK
11,1,1,3,4,36,1,3,16,OK
13,1,1,3,4,46,1,3,16,OK
15,7,1,1,2,58,1,3,4,OK
17,1,1,3,4,70,1,3,16,OK
19,9,1,1,2,82,1,3,4,OK
21,9,1,1,2,96,1,3,4,OK
23,3,1,2,3,110,1,3,8,OK
25,125,1,0,1,125,1,3,2,OK
27,11,1,1,2,140,1,3,4,OK
29,3,1,2,3,156,1,3,8,OK
31,13,1,1,2,172,1,3,4,OK
33,189,1,0,1,189,1,3,2,OK
35,207,1,0,1,207,1,3,2,OK
37,225,1,0,1,225,1,3,2,OK
39,243,1,0,1,243,1,3,2,OK
41,1,1,4,5,262,1,3,32,OK
43,281,1,0,1,281,1,3,2,OK
45,301,1,0,1,301,1,3,2,OK
47,17,1,1,2,322,1,3,4,OK
49,343,1,0,1,343,1,3,2,OK
51,19,1,1,2,364,1,3,4,OK
53,385,1,0,1,385,1,3,2,OK
55,407,1,0,1,407,1,3,2,OK
57,1,1,4,5,430,1,3,32,OK
59,453,1,0,1,453,1,3,2,OK
61,21,1,1,2,476,1,3,4,OK
63,1,1,4,5,500,1,3,32,OK
65,1,1,4,5,524,1,3,32,OK
67,23,1,1,2,548,1,3,4,OK
69,573,1,0,1,573,1,3,2,OK
71,1,1,4,5,598,1,3,32,OK
73,623,1,0,1,623,1,3,2,OK
75,649,1,0,1,649,1,3,2,OK
77,675,1,0,1,675,1,3,2,OK
79,5,1,2,3,702,1,3,8,OK
81,729,1,0,1,729,1,3,2,OK
83,27,1,1,2,756,1,3,4,OK
85,783,1,0,1,783,1,3,2,OK
87,811,1,0,1,811,1,3,2,OK
89,839,1,0,1,839,1,3,2,OK
91,29,1,1,2,868,1,3,4,OK
93,29,1,1,2,896,1,3,4,OK
95,925,1,0,1,925,1,3,2,OK
97,955,1,0,1,955,1,3,2,OK
99,985,1,0,1,985,1,3,2,OK
101,1015,1,0,1,1015,1,3,2,OK
103,1045,1,0,1,1045,1,3,2,OK
105,1075,1,0,1,1075,1,3,2,OK
107,33,1,1,2,1106,1,3,4,OK
109,1137,1,0,1,1137,1,3,2,OK
111,1169,1,0,1,1169,1,3,2,OK
113,1201,1,0,1,1201,1,3,2,OK
115,1233,1,0,1,1233,1,3,2,OK
117,1265,1,0,1,1265,1,3,2,OK
119,1,1,4,5,1298,1,3,32,OK
121,1331,1,0,1,1331,1,3,2,OK
123,1,1,4,5,1364,1,3,32,OK
125,1397,1,0,1,1397,1,3,2,OK
127,1431,1,0,1,1431,1,3,2,OK
129,1465,1,0,1,1465,1,3,2,OK
131,1499,1,0,1,1499,1,3,2,OK
133,1533,1,0,1,1533,1,3,2,OK
135,39,1,1,2,1568,1,3,4,OK
137,1603,1,0,1,1603,1,3,2,OK
139,1,1,4,5,1638,1,3,32,OK
141,1,1,4,5,1674,1,3,32,OK
143,41,1,1,2,1710,1,3,4,OK
145,41,1,1,2,1746,1,3,4,OK
147,1,1,4,5,1782,1,3,32,OK
149,1,1,4,5,1818,1,3,32,OK
151,1855,1,0,1,1855,1,3,2,OK
153,43,1,1,2,1892,1,3,4,OK
155,1929,1,0,1,1929,1,3,2,OK
157,1967,1,0,1,1967,1,3,2,OK
159,1,1,4,5,2004,1,3,32,OK
161,45,1,1,2,2042,1,3,4,OK
163,2081,1,0,1,2081,1,3,2,OK
165,2119,1,0,1,2119,1,3,2,OK
167,1,1,4,5,2158,1,3,32,OK
169,2197,1,0,1,2197,1,3,2,OK
171,47,1,1,2,2236,1,3,4,OK
173,2275,1,0,1,2275,1,3,2,OK
175,2315,1,0,1,2315,1,3,2,OK
177,1,1,4,5,2354,1,3,32,OK
179,1,1,4,5,2394,1,3,32,OK
181,2435,1,0,1,2435,1,3,2,OK
183,2475,1,0,1,2475,1,3,2,OK
185,7,1,2,3,2516,1,3,8,OK
187,2557,1,0,1,2557,1,3,2,OK
189,7,1,2,3,2598,1,3,8,OK
191,2639,1,0,1,2639,1,3,2,OK
193,2681,1,0,1,2681,1,3,2,OK
195,2723,1,0,1,2723,1,3,2,OK
197,2765,1,0,1,2765,1,3,2,OK
199,2807,1,0,1,2807,1,3,2,OK
201,2849,1,0,1,2849,1,3,2,OK
203,53,1,1,2,2892,1,3,4,OK
205,2935,1,0,1,2935,1,3,2,OK
207,7,1,2,3,2978,1,3,8,OK
209,3021,1,0,1,3021,1,3,2,OK
211,55,1,1,2,3064,1,3,4,OK
213,55,1,1,2,3108,1,3,4,OK
215,7,1,2,3,3152,1,3,8,OK
217,7,1,2,3,3196,1,3,8,OK
219,7,1,2,3,3240,1,3,8,OK
221,3285,1,0,1,3285,1,3,2,OK
223,57,1,1,2,3330,1,3,4,OK
225,3375,1,0,1,3375,1,3,2,OK
227,7,1,2,3,3420,1,3,8,OK
229,3465,1,0,1,3465,1,3,2,OK
231,59,1,1,2,3510,1,3,4,OK
233,59,1,1,2,3556,1,3,4,OK
235,7,1,2,3,3602,1,3,8,OK
237,7,1,2,3,3648,1,3,8,OK
239,7,1,2,3,3694,1,3,8,OK
241,3741,1,0,1,3741,1,3,2,OK
243,3787,1,0,1,3787,1,3,2,OK
245,61,1,1,2,3834,1,3,4,OK
247,3881,1,0,1,3881,1,3,2,OK
249,3929,1,0,1,3929,1,3,2,OK
251,63,1,1,2,3976,1,3,4,OK
253,63,1,1,2,4024,1,3,4,OK
255,63,1,1,2,4072,1,3,4,OK
257,1,1,4,5,4120,1,3,32,OK
259,1,1,4,5,4168,1,3,32,OK
261,1,1,4,5,4216,1,3,32,OK
263,4265,1,0,1,4265,1,3,2,OK
265,4313,1,0,1,4313,1,3,2,OK
267,1,1,4,5,4362,1,3,32,OK
269,4411,1,0,1,4411,1,3,2,OK
271,4461,1,0,1,4461,1,3,2,OK
273,67,1,1,2,4510,1,3,4,OK
275,67,1,1,2,4560,1,3,4,OK
277,67,1,1,2,4610,1,3,4,OK
279,1,1,4,5,4660,1,3,32,OK
281,1,1,4,5,4710,1,3,32,OK
283,1,1,4,5,4760,1,3,32,OK
285,4811,1,0,1,4811,1,3,2,OK
287,69,1,1,2,4862,1,3,4,OK
289,4913,1,0,1,4913,1,3,2,OK
291,1,1,4,5,4964,1,3,32,OK
293,5015,1,0,1,5015,1,3,2,OK
295,71,1,1,2,5066,1,3,4,OK
297,71,1,1,2,5118,1,3,4,OK
299,71,1,1,2,5170,1,3,4,OK
301,1,1,4,5,5222,1,3,32,OK
303,1,1,4,5,5274,1,3,32,OK
305,1,1,4,5,5326,1,3,32,OK
307,5379,1,0,1,5379,1,3,2,OK
309,5431,1,0,1,5431,1,3,2,OK
311,1,1,4,5,5484,1,3,32,OK
313,5537,1,0,1,5537,1,3,2,OK
315,1,1,4,5,5590,1,3,32,OK
317,75,1,1,2,5644,1,3,4,OK
319,5697,1,0,1,5697,1,3,2,OK
321,5751,1,0,1,5751,1,3,2,OK
323,5805,1,0,1,5805,1,3,2,OK
325,5859,1,0,1,5859,1,3,2,OK
327,5913,1,0,1,5913,1,3,2,OK
329,5967,1,0,1,5967,1,3,2,OK
331,77,1,1,2,6022,1,3,4,OK
333,77,1,1,2,6076,1,3,4,OK
335,6131,1,0,1,6131,1,3,2,OK
337,1,1,4,5,6186,1,3,32,OK
339,6241,1,0,1,6241,1,3,2,OK
341,79,1,1,2,6296,1,3,4,OK
343,79,1,1,2,6352,1,3,4,OK
345,1,1,4,5,6408,1,3,32,OK
347,6463,1,0,1,6463,1,3,2,OK
349,6519,1,0,1,6519,1,3,2,OK
351,6575,1,0,1,6575,1,3,2,OK
353,81,1,1,2,6632,1,3,4,OK
355,81,1,1,2,6688,1,3,4,OK
357,6745,1,0,1,6745,1,3,2,OK
359,9,1,2,3,6802,1,3,8,OK
361,6859,1,0,1,6859,1,3,2,OK
363,83,1,1,2,6916,1,3,4,OK
365,6973,1,0,1,6973,1,3,2,OK
367,83,1,1,2,7030,1,3,4,OK
369,9,1,2,3,7088,1,3,8,OK
371,7145,1,0,1,7145,1,3,2,OK
373,7203,1,0,1,7203,1,3,2,OK
375,7261,1,0,1,7261,1,3,2,OK
377,85,1,1,2,7320,1,3,4,OK
379,85,1,1,2,7378,1,3,4,OK
381,9,1,2,3,7436,1,3,8,OK
383,7495,1,0,1,7495,1,3,2,OK
385,9,1,2,3,7554,1,3,8,OK
387,7613,1,0,1,7613,1,3,2,OK
389,87,1,1,2,7672,1,3,4,OK
391,7731,1,0,1,7731,1,3,2,OK
393,9,1,2,3,7790,1,3,8,OK
395,9,1,2,3,7850,1,3,8,OK
397,9,1,2,3,7910,1,3,8,OK
399,89,1,1,2,7970,1,3,4,OK
401,89,1,1,2,8030,1,3,4,OK
403,89,1,1,2,8090,1,3,4,OK
405,9,1,2,3,8150,1,3,8,OK
407,9,1,2,3,8210,1,3,8,OK
409,8271,1,0,1,8271,1,3,2,OK
411,91,1,1,2,8332,1,3,4,OK
413,8393,1,0,1,8393,1,3,2,OK
415,91,1,1,2,8454,1,3,4,OK
417,8515,1,0,1,8515,1,3,2,OK
419,9,1,2,3,8576,1,3,8,OK
421,9,1,2,3,8638,1,3,8,OK
423,8699,1,0,1,8699,1,3,2,OK
425,8761,1,0,1,8761,1,3,2,OK
427,8823,1,0,1,8823,1,3,2,OK
429,8885,1,0,1,8885,1,3,2,OK
431,8947,1,0,1,8947,1,3,2,OK
433,9,1,2,3,9010,1,3,8,OK
435,95,1,1,2,9072,1,3,4,OK
437,9135,1,0,1,9135,1,3,2,OK
439,95,1,1,2,9198,1,3,4,OK
441,9261,1,0,1,9261,1,3,2,OK
443,9,1,2,3,9324,1,3,8,OK
445,9387,1,0,1,9387,1,3,2,OK
447,97,1,1,2,9450,1,3,4,OK
449,97,1,1,2,9514,1,3,4,OK
451,9577,1,0,1,9577,1,3,2,OK
453,9641,1,0,1,9641,1,3,2,OK
455,9705,1,0,1,9705,1,3,2,OK
457,9769,1,0,1,9769,1,3,2,OK
459,9833,1,0,1,9833,1,3,2,OK
461,99,1,1,2,9898,1,3,4,OK
463,99,1,1,2,9962,1,3,4,OK
465,10027,1,0,1,10027,1,3,2,OK
467,10091,1,0,1,10091,1,3,2,OK
469,3,1,3,4,10156,1,3,16,OK
471,10221,1,0,1,10221,1,3,2,OK
473,10287,1,0,1,10287,1,3,2,OK
475,101,1,1,2,10352,1,3,4,OK
477,10417,1,0,1,10417,1,3,2,OK
479,10483,1,0,1,10483,1,3,2,OK
481,10549,1,0,1,10549,1,3,2,OK
483,10615,1,0,1,10615,1,3,2,OK
485,10681,1,0,1,10681,1,3,2,OK
487,10747,1,0,1,10747,1,3,2,OK
489,10813,1,0,1,10813,1,3,2,OK
491,10879,1,0,1,10879,1,3,2,OK
493,3,1,3,4,10946,1,3,16,OK
495,11013,1,0,1,11013,1,3,2,OK
497,11079,1,0,1,11079,1,3,2,OK
499,105,1,1,2,11146,1,3,4,OK
501,11213,1,0,1,11213,1,3,2,OK
503,11281,1,0,1,11281,1,3,2,OK
505,3,1,3,4,11348,1,3,16,OK
507,11415,1,0,1,11415,1,3,2,OK
509,11483,1,0,1,11483,1,3,2,OK
511,11551,1,0,1,11551,1,3,2,OK
513,11619,1,0,1,11619,1,3,2,OK
515,11687,1,0,1,11687,1,3,2,OK
517,11755,1,0,1,11755,1,3,2,OK
519,11823,1,0,1,11823,1,3,2,OK
521,109,1,1,2,11892,1,3,4,OK
523,109,1,1,2,11960,1,3,4,OK
525,12029,1,0,1,12029,1,3,2,OK
527,109,1,1,2,12098,1,3,4,OK
529,12167,1,0,1,12167,1,3,2,OK
531,3,1,3,4,12236,1,3,16,OK
533,12305,1,0,1,12305,1,3,2,OK
535,111,1,1,2,12374,1,3,4,OK
537,111,1,1,2,12444,1,3,4,OK
539,12513,1,0,1,12513,1,3,2,OK
541,12583,1,0,1,12583,1,3,2,OK
543,12653,1,0,1,12653,1,3,2,OK
545,12723,1,0,1,12723,1,3,2,OK
547,12793,1,0,1,12793,1,3,2,OK
549,12863,1,0,1,12863,1,3,2,OK
551,12933,1,0,1,12933,1,3,2,OK
553,3,1,3,4,13004,1,3,16,OK
555,3,1,3,4,13074,1,3,16,OK
557,13145,1,0,1,13145,1,3,2,OK
559,3,1,3,4,13216,1,3,16,OK
561,13287,1,0,1,13287,1,3,2,OK
563,115,1,1,2,13358,1,3,4,OK
565,13429,1,0,1,13429,1,3,2,OK
567,13501,1,0,1,13501,1,3,2,OK
569,3,1,3,4,13572,1,3,16,OK
571,3,1,3,4,13644,1,3,16,OK
573,117,1,1,2,13716,1,3,4,OK
575,117,1,1,2,13788,1,3,4,OK
577,117,1,1,2,13860,1,3,4,OK
579,3,1,3,4,13932,1,3,16,OK
581,3,1,3,4,14004,1,3,16,OK
583,3,1,3,4,14076,1,3,16,OK
585,14149,1,0,1,14149,1,3,2,OK
587,14221,1,0,1,14221,1,3,2,OK
589,119,1,1,2,14294,1,3,4,OK
591,14367,1,0,1,14367,1,3,2,OK
593,3,1,3,4,14440,1,3,16,OK
595,14513,1,0,1,14513,1,3,2,OK
597,3,1,3,4,14586,1,3,16,OK
599,121,1,1,2,14660,1,3,4,OK
601,14733,1,0,1,14733,1,3,2,OK
603,14807,1,0,1,14807,1,3,2,OK
605,14881,1,0,1,14881,1,3,2,OK
607,11,1,2,3,14954,1,3,8,OK
609,11,1,2,3,15028,1,3,8,OK
611,11,1,2,3,15102,1,3,8,OK
613,15177,1,0,1,15177,1,3,2,OK
615,15251,1,0,1,15251,1,3,2,OK
617,15325,1,0,1,15325,1,3,2,OK
619,11,1,2,3,15400,1,3,8,OK
621,15475,1,0,1,15475,1,3,2,OK
623,11,1,2,3,15550,1,3,8,OK
625,15625,1,0,1,15625,1,3,2,OK
627,125,1,1,2,15700,1,3,4,OK
629,15775,1,0,1,15775,1,3,2,OK
631,125,1,1,2,15850,1,3,4,OK
633,15925,1,0,1,15925,1,3,2,OK
635,16001,1,0,1,16001,1,3,2,OK
637,16077,1,0,1,16077,1,3,2,OK
639,127,1,1,2,16152,1,3,4,OK
641,127,1,1,2,16228,1,3,4,OK
643,127,1,1,2,16304,1,3,4,OK
645,127,1,1,2,16380,1,3,4,OK
647,16457,1,0,1,16457,1,3,2,OK
649,16533,1,0,1,16533,1,3,2,OK
651,11,1,2,3,16610,1,3,8,OK
653,129,1,1,2,16686,1,3,4,OK
655,16763,1,0,1,16763,1,3,2,OK
657,129,1,1,2,16840,1,3,4,OK
659,16917,1,0,1,16917,1,3,2,OK
661,11,1,2,3,16994,1,3,8,OK
663,17071,1,0,1,17071,1,3,2,OK
665,11,1,2,3,17148,1,3,8,OK
667,131,1,1,2,17226,1,3,4,OK
669,17303,1,0,1,17303,1,3,2,OK
671,17381,1,0,1,17381,1,3,2,OK
673,17459,1,0,1,17459,1,3,2,OK
675,17537,1,0,1,17537,1,3,2,OK
677,17615,1,0,1,17615,1,3,2,OK
679,17693,1,0,1,17693,1,3,2,OK
681,17771,1,0,1,17771,1,3,2,OK
683,17849,1,0,1,17849,1,3,2,OK
685,133,1,1,2,17928,1,3,4,OK
687,11,1,2,3,18006,1,3,8,OK
689,18085,1,0,1,18085,1,3,2,OK
691,11,1,2,3,18164,1,3,8,OK
693,18243,1,0,1,18243,1,3,2,OK
695,135,1,1,2,18322,1,3,4,OK
697,18401,1,0,1,18401,1,3,2,OK
699,135,1,1,2,18480,1,3,4,OK
701,18559,1,0,1,18559,1,3,2,OK
703,18639,1,0,1,18639,1,3,2,OK
705,18719,1,0,1,18719,1,3,2,OK
707,137,1,1,2,18798,1,3,4,OK
709,137,1,1,2,18878,1,3,4,OK
711,137,1,1,2,18958,1,3,4,OK
713,137,1,1,2,19038,1,3,4,OK
715,11,1,2,3,19118,1,3,8,OK
717,19199,1,0,1,19199,1,3,2,OK
719,19279,1,0,1,19279,1,3,2,OK
721,19359,1,0,1,19359,1,3,2,OK
723,139,1,1,2,19440,1,3,4,OK
725,19521,1,0,1,19521,1,3,2,OK
727,11,1,2,3,19602,1,3,8,OK
729,19683,1,0,1,19683,1,3,2,OK
731,11,1,2,3,19764,1,3,8,OK
733,19845,1,0,1,19845,1,3,2,OK
735,141,1,1,2,19926,1,3,4,OK
737,20007,1,0,1,20007,1,3,2,OK
739,20089,1,0,1,20089,1,3,2,OK
741,11,1,2,3,20170,1,3,8,OK
743,11,1,2,3,20252,1,3,8,OK
745,11,1,2,3,20334,1,3,8,OK
747,11,1,2,3,20416,1,3,8,OK
749,143,1,1,2,20498,1,3,4,OK
751,143,1,1,2,20580,1,3,4,OK
753,143,1,1,2,20662,1,3,4,OK
755,20745,1,0,1,20745,1,3,2,OK
757,20827,1,0,1,20827,1,3,2,OK
759,3,1,3,4,20910,1,3,16,OK
761,20993,1,0,1,20993,1,3,2,OK
763,21075,1,0,1,21075,1,3,2,OK
765,145,1,1,2,21158,1,3,4,OK
767,21241,1,0,1,21241,1,3,2,OK
769,21325,1,0,1,21325,1,3,2,OK
771,3,1,3,4,21408,1,3,16,OK
773,21491,1,0,1,21491,1,3,2,OK
775,21575,1,0,1,21575,1,3,2,OK
777,147,1,1,2,21658,1,3,4,OK
779,147,1,1,2,21742,1,3,4,OK
781,147,1,1,2,21826,1,3,4,OK
783,3,1,3,4,21910,1,3,16,OK
785,3,1,3,4,21994,1,3,16,OK
787,3,1,3,4,22078,1,3,16,OK
789,3,1,3,4,22162,1,3,16,OK
791,149,1,1,2,22246,1,3,4,OK
793,22331,1,0,1,22331,1,3,2,OK
795,22415,1,0,1,22415,1,3,2,OK
797,3,1,3,4,22500,1,3,16,OK
799,22585,1,0,1,22585,1,3,2,OK
801,22669,1,0,1,22669,1,3,2,OK
803,3,1,3,4,22754,1,3,16,OK
805,22839,1,0,1,22839,1,3,2,OK
807,22925,1,0,1,22925,1,3,2,OK
809,151,1,1,2,23010,1,3,4,OK
811,23095,1,0,1,23095,1,3,2,OK
813,23181,1,0,1,23181,1,3,2,OK
815,3,1,3,4,23266,1,3,16,OK
817,3,1,3,4,23352,1,3,16,OK
819,153,1,1,2,23438,1,3,4,OK
821,153,1,1,2,23524,1,3,4,OK
823,153,1,1,2,23610,1,3,4,OK
825,153,1,1,2,23696,1,3,4,OK
827,3,1,3,4,23782,1,3,16,OK
829,3,1,3,4,23868,1,3,16,OK
831,23955,1,0,1,23955,1,3,2,OK
833,24041,1,0,1,24041,1,3,2,OK
835,155,1,1,2,24128,1,3,4,OK
837,24215,1,0,1,24215,1,3,2,OK
839,155,1,1,2,24302,1,3,4,OK
841,24389,1,0,1,24389,1,3,2,OK
843,3,1,3,4,24476,1,3,16,OK
845,24563,1,0,1,24563,1,3,2,OK
847,157,1,1,2,24650,1,3,4,OK
849,24737,1,0,1,24737,1,3,2,OK
851,24825,1,0,1,24825,1,3,2,OK
853,157,1,1,2,24912,1,3,4,OK
855,3,1,3,4,25000,1,3,16,OK
857,3,1,3,4,25088,1,3,16,OK
859,3,1,3,4,25176,1,3,16,OK
861,3,1,3,4,25264,1,3,16,OK
863,159,1,1,2,25352,1,3,4,OK
865,159,1,1,2,25440,1,3,4,OK
867,159,1,1,2,25528,1,3,4,OK
869,25617,1,0,1,25617,1,3,2,OK
871,25705,1,0,1,25705,1,3,2,OK
873,3,1,3,4,25794,1,3,16,OK
875,3,1,3,4,25882,1,3,16,OK
877,25971,1,0,1,25971,1,3,2,OK
879,161,1,1,2,26060,1,3,4,OK
881,26149,1,0,1,26149,1,3,2,OK
883,161,1,1,2,26238,1,3,4,OK
885,26327,1,0,1,26327,1,3,2,OK
887,26417,1,0,1,26417,1,3,2,OK
889,3,1,3,4,26506,1,3,16,OK
891,163,1,1,2,26596,1,3,4,OK
893,26685,1,0,1,26685,1,3,2,OK
895,26775,1,0,1,26775,1,3,2,OK
897,26865,1,0,1,26865,1,3,2,OK
899,26955,1,0,1,26955,1,3,2,OK
901,27045,1,0,1,27045,1,3,2,OK
903,27135,1,0,1,27135,1,3,2,OK
905,27225,1,0,1,27225,1,3,2,OK
907,27315,1,0,1,27315,1,3,2,OK
909,165,1,1,2,27406,1,3,4,OK
911,165,1,1,2,27496,1,3,4,OK
913,27587,1,0,1,27587,1,3,2,OK
915,27677,1,0,1,27677,1,3,2,OK
917,3,1,3,4,27768,1,3,16,OK
919,27859,1,0,1,27859,1,3,2,OK
921,167,1,1,2,27950,1,3,4,OK
923,28041,1,0,1,28041,1,3,2,OK
925,167,1,1,2,28132,1,3,4,OK
927,3,1,3,4,28224,1,3,16,OK
929,28315,1,0,1,28315,1,3,2,OK
931,3,1,3,4,28406,1,3,16,OK
933,3,1,3,4,28498,1,3,16,OK
935,169,1,1,2,28590,1,3,4,OK
937,28681,1,0,1,28681,1,3,2,OK
939,28773,1,0,1,28773,1,3,2,OK
941,28865,1,0,1,28865,1,3,2,OK
943,28957,1,0,1,28957,1,3,2,OK
945,13,1,2,3,29050,1,3,8,OK
947,13,1,2,3,29142,1,3,8,OK
949,13,1,2,3,29234,1,3,8,OK
951,29327,1,0,1,29327,1,3,2,OK
953,29419,1,0,1,29419,1,3,2,OK
955,171,1,1,2,29512,1,3,4,OK
957,29605,1,0,1,29605,1,3,2,OK
959,13,1,2,3,29698,1,3,8,OK
961,29791,1,0,1,29791,1,3,2,OK
963,13,1,2,3,29884,1,3,8,OK
965,29977,1,0,1,29977,1,3,2,OK
967,173,1,1,2,30070,1,3,4,OK
969,30163,1,0,1,30163,1,3,2,OK
971,30257,1,0,1,30257,1,3,2,OK
973,13,1,2,3,30350,1,3,8,OK
975,13,1,2,3,30444,1,3,8,OK
977,13,1,2,3,30538,1,3,8,OK
979,30631,1,0,1,30631,1,3,2,OK
981,30725,1,0,1,30725,1,3,2,OK
983,30819,1,0,1,30819,1,3,2,OK
985,30913,1,0,1,30913,1,3,2,OK
987,13,1,2,3,31008,1,3,8,OK
989,13,1,2,3,31102,1,3,8,OK
991,13,1,2,3,31196,1,3,8,OK
993,31291,1,0,1,31291,1,3,2,OK
995,31385,1,0,1,31385,1,3,2,OK
997,177,1,1,2,31480,1,3,4,OK
999,31575,1,0,1,31575,1,3,2,OK
1001,177,1,1,2,31670,1,3,4,OK
1003,31765,1,0,1,31765,1,3,2,OK
1005,13,1,2,3,31860,1,3,8,OK
1007,31955,1,0,1,31955,1,3,2,OK
1009,179,1,1,2,32050,1,3,4,OK
1011,32145,1,0,1,32145,1,3,2,OK
1013,32241,1,0,1,32241,1,3,2,OK
1015,179,1,1,2,32336,1,3,4,OK
1017,13,1,2,3,32432,1,3,8,OK
1019,13,1,2,3,32528,1,3,8,OK
1021,13,1,2,3,32624,1,3,8,OK
1023,13,1,2,3,32720,1,3,8,OK
1025,181,1,1,2,32816,1,3,4,OK
1027,181,1,1,2,32912,1,3,4,OK
1029,181,1,1,2,33008,1,3,4,OK
1031,181,1,1,2,33104,1,3,4,OK
1033,13,1,2,3,33200,1,3,8,OK
1035,33297,1,0,1,33297,1,3,2,OK
1037,33393,1,0,1,33393,1,3,2,OK
1039,183,1,1,2,33490,1,3,4,OK
1041,33587,1,0,1,33587,1,3,2,OK
1043,183,1,1,2,33684,1,3,4,OK
1045,33781,1,0,1,33781,1,3,2,OK
1047,13,1,2,3,33878,1,3,8,OK
1049,33975,1,0,1,33975,1,3,2,OK
1051,13,1,2,3,34072,1,3,8,OK
1053,34169,1,0,1,34169,1,3,2,OK
1055,34267,1,0,1,34267,1,3,2,OK
1057,185,1,1,2,34364,1,3,4,OK
1059,185,1,1,2,34462,1,3,4,OK
1061,34559,1,0,1,34559,1,3,2,OK
1063,34657,1,0,1,34657,1,3,2,OK
1065,34755,1,0,1,34755,1,3,2,OK
1067,34853,1,0,1,34853,1,3,2,OK
1069,34951,1,0,1,34951,1,3,2,OK
1071,35049,1,0,1,35049,1,3,2,OK
1073,35147,1,0,1,35147,1,3,2,OK
1075,187,1,1,2,35246,1,3,4,OK
1077,13,1,2,3,35344,1,3,8,OK
1079,35443,1,0,1,35443,1,3,2,OK
1081,35541,1,0,1,35541,1,3,2,OK
1083,13,1,2,3,35640,1,3,8,OK
1085,35739,1,0,1,35739,1,3,2,OK
1087,189,1,1,2,35838,1,3,4,OK
1089,35937,1,0,1,35937,1,3,2,OK
1091,189,1,1,2,36036,1,3,4,OK
1093,36135,1,0,1,36135,1,3,2,OK
1095,13,1,2,3,36234,1,3,8,OK
1097,36333,1,0,1,36333,1,3,2,OK
1099,36433,1,0,1,36433,1,3,2,OK
1101,191,1,1,2,36532,1,3,4,OK
1103,191,1,1,2,36632,1,3,4,OK
1105,36731,1,0,1,36731,1,3,2,OK
1107,36831,1,0,1,36831,1,3,2,OK
1109,36931,1,0,1,36931,1,3,2,OK
1111,37031,1,0,1,37031,1,3,2,OK
1113,37131,1,0,1,37131,1,3,2,OK
1115,37231,1,0,1,37231,1,3,2,OK
1117,37331,1,0,1,37331,1,3,2,OK
1119,193,1,1,2,37432,1,3,4,OK
1121,193,1,1,2,37532,1,3,4,OK
1123,37633,1,0,1,37633,1,3,2,OK
1125,37733,1,0,1,37733,1,3,2,OK
1127,13,1,2,3,37834,1,3,8,OK
1129,37935,1,0,1,37935,1,3,2,OK
1131,38035,1,0,1,38035,1,3,2,OK
1133,195,1,1,2,38136,1,3,4,OK
1135,38237,1,0,1,38237,1,3,2,OK
1137,195,1,1,2,38338,1,3,4,OK
1139,3,1,3,4,38440,1,3,16,OK
1141,38541,1,0,1,38541,1,3,2,OK
1143,3,1,3,4,38642,1,3,16,OK
1145,3,1,3,4,38744,1,3,16,OK
1147,38845,1,0,1,38845,1,3,2,OK
1149,38947,1,0,1,38947,1,3,2,OK
1151,39049,1,0,1,39049,1,3,2,OK
1153,39151,1,0,1,39151,1,3,2,OK
1155,39253,1,0,1,39253,1,3,2,OK
1157,39355,1,0,1,39355,1,3,2,OK
1159,39457,1,0,1,39457,1,3,2,OK
1161,39559,1,0,1,39559,1,3,2,OK
1163,39661,1,0,1,39661,1,3,2,OK
1165,39763,1,0,1,39763,1,3,2,OK
1167,199,1,1,2,39866,1,3,4,OK
1169,199,1,1,2,39968,1,3,4,OK
1171,40071,1,0,1,40071,1,3,2,OK
1173,3,1,3,4,40174,1,3,16,OK
1175,3,1,3,4,40276,1,3,16,OK
1177,40379,1,0,1,40379,1,3,2,OK
1179,201,1,1,2,40482,1,3,4,OK
1181,40585,1,0,1,40585,1,3,2,OK
1183,40689,1,0,1,40689,1,3,2,OK
1185,201,1,1,2,40792,1,3,4,OK
1187,40895,1,0,1,40895,1,3,2,OK
1189,3,1,3,4,40998,1,3,16,OK
1191,3,1,3,4,41102,1,3,16,OK
1193,3,1,3,4,41206,1,3,16,OK
1195,41309,1,0,1,41309,1,3,2,OK
1197,41413,1,0,1,41413,1,3,2,OK
1199,41517,1,0,1,41517,1,3,2,OK
1201,41621,1,0,1,41621,1,3,2,OK
1203,41725,1,0,1,41725,1,3,2,OK
1205,41829,1,0,1,41829,1,3,2,OK
1207,41933,1,0,1,41933,1,3,2,OK
1209,42037,1,0,1,42037,1,3,2,OK
1211,205,1,1,2,42142,1,3,4,OK
1213,205,1,1,2,42246,1,3,4,OK
1215,42351,1,0,1,42351,1,3,2,OK
1217,42455,1,0,1,42455,1,3,2,OK
1219,3,1,3,4,42560,1,3,16,OK
1221,42665,1,0,1,42665,1,3,2,OK
1223,3,1,3,4,42770,1,3,16,OK
1225,42875,1,0,1,42875,1,3,2,OK
1227,207,1,1,2,42980,1,3,4,OK
1229,43085,1,0,1,43085,1,3,2,OK
1231,207,1,1,2,43190,1,3,4,OK
1233,43295,1,0,1,43295,1,3,2,OK
1235,43401,1,0,1,43401,1,3,2,OK
1237,3,1,3,4,43506,1,3,16,OK
