n,step,state,branch,floor_output,lower_gap,upper_gap,cell_width,exact_boundary_flag
1998,0,1998,E,44,62,27,89,0
1999,0,1999,O,89375,115374,63377,178751,0
2000,0,2000,E,44,64,25,89,0
2001,0,2001,O,89509,144920,34099,179019,0
2002,0,2002,E,44,66,23,89,0
2003,0,2003,O,89644,7291,171998,179289,0
2004,0,2004,E,44,68,21,89,0
2005,0,2005,O,89778,60841,118716,179557,0
2006,0,2006,E,44,70,19,89,0
2007,0,2007,O,89912,126599,53226,179825,0
2008,0,2008,E,44,72,17,89,0
2009,0,2009,O,90047,24520,155575,180095,0
2010,0,2010,E,44,74,15,89,0
2011,0,2011,O,90181,114570,65793,180363,0
2012,0,2012,E,44,76,13,89,0
2013,0,2013,O,90316,36341,144292,180633,0
2014,0,2014,E,44,78,11,89,0
2015,0,2015,O,90450,150875,30026,180901,0
2016,0,2016,E,44,80,9,89,0
2017,0,2017,O,90585,96688,84483,181171,0
2018,0,2018,E,44,82,7,89,0
2019,0,2019,O,90720,54459,126982,181441,0
2020,0,2020,E,44,84,5,89,0
2021,0,2021,O,90855,24236,157475,181711,0
2022,0,2022,E,44,86,3,89,0
2023,0,2023,O,90990,6067,175914,181981,0
2024,0,2024,E,44,88,1,89,0
2025,0,2025,O,91125,0,182251,182251,1
2026,0,2026,E,45,1,90,91,0
2027,0,2027,O,91260,6083,176438,182521,0
2028,0,2028,E,45,3,88,91,0
2029,0,2029,O,91395,24364,158427,182791,0
2030,0,2030,E,45,5,86,91,0
2031,0,2031,O,91530,54891,128170,183061,0
2032,0,2032,E,45,7,84,91,0
2033,0,2033,O,91665,97712,85619,183331,0
2034,0,2034,E,45,9,82,91,0
2035,0,2035,O,91800,152875,30726,183601,0
2036,0,2036,E,45,11,80,91,0
2037,0,2037,O,91936,36557,147316,183873,0
2038,0,2038,E,45,13,78,91,0
2039,0,2039,O,92071,116278,67865,184143,0
2040,0,2040,E,45,15,76,91,0
2041,0,2041,O,92207,24072,160343,184415,0
2042,0,2042,E,45,17,74,91,0
2043,0,2043,O,92342,128543,56142,184685,0
2044,0,2044,E,45,19,72,91,0
2045,0,2045,O,92478,60641,124316,184957,0
2046,0,2046,E,45,21,70,91,0
2047,0,2047,O,92614,4827,180402,185229,0
2048,0,2048,E,45,23,68,91,0
2049,0,2049,O,92749,146648,38851,185499,0
2050,0,2050,E,45,25,66,91,0
2051,0,2051,O,92885,115426,70345,185771,0
2052,0,2052,E,45,27,64,91,0
2053,0,2053,O,93021,96436,89607,186043,0
2054,0,2054,E,45,29,62,91,0
2055,0,2055,O,93157,89726,96589,186315,0
2056,0,2056,E,45,31,60,91,0
2057,0,2057,O,93293,95344,91243,186587,0
2058,0,2058,E,45,33,58,91,0
2059,0,2059,O,93429,113338,73521,186859,0
2060,0,2060,E,45,35,56,91,0
2061,0,2061,O,93565,143756,43375,187131,0
2062,0,2062,E,45,37,54,91,0
2063,0,2063,O,93701,186646,757,187403,0
2064,0,2064,E,45,39,52,91,0
2065,0,2065,O,93838,54381,133296,187677,0
2066,0,2066,E,45,41,50,91,0
2067,0,2067,O,93974,122087,65862,187949,0
2068,0,2068,E,45,43,48,91,0
2069,0,2069,O,94111,14188,174035,188223,0
2070,0,2070,E,45,45,46,91,0
2071,0,2071,O,94247,106902,81593,188495,0
2072,0,2072,E,45,47,44,91,0
2073,0,2073,O,94384,23561,165208,188769,0
2074,0,2074,E,45,49,42,91,0
2075,0,2075,O,94520,141475,47566,189041,0
2076,0,2076,E,45,51,40,91,0
2077,0,2077,O,94657,82884,106431,189315,0
2078,0,2078,E,45,53,38,91,0
2079,0,2079,O,94794,36603,152986,189589,0
2080,0,2080,E,45,55,36,91,0
2081,0,2081,O,94931,2680,187183,189863,0
2082,0,2082,E,45,57,34,91,0
2083,0,2083,O,95067,171298,18837,190135,0
2084,0,2084,E,45,59,32,91,0
2085,0,2085,O,95204,162509,27900,190409,0
2086,0,2086,E,45,61,30,91,0
2087,0,2087,O,95341,166222,24461,190683,0
2088,0,2088,E,45,63,28,91,0
2089,0,2089,O,95478,182485,8472,190957,0
2090,0,2090,E,45,65,26,91,0
2091,0,2091,O,95616,20115,171118,191233,0
2092,0,2092,E,45,67,24,91,0
2093,0,2093,O,95753,61348,130159,191507,0
2094,0,2094,E,45,69,22,91,0
2095,0,2095,O,95890,115275,76506,191781,0
2096,0,2096,E,45,71,20,91,0
2097,0,2097,O,96027,181944,10111,192055,0
2098,0,2098,E,45,73,18,91,0
2099,0,2099,O,96165,69074,123257,192331,0
2100,0,2100,E,45,75,16,91,0
2101,0,2101,O,96302,161097,31508,192605,0
2102,0,2102,E,45,77,14,91,0
2103,0,2103,O,96440,73127,119754,192881,0
2104,0,2104,E,45,79,12,91,0
2105,0,2105,O,96577,190696,2459,193155,0
2106,0,2106,E,45,81,10,91,0
2107,0,2107,O,96715,127818,65613,193431,0
2108,0,2108,E,45,83,8,91,0
2109,0,2109,O,96853,77420,116287,193707,0
2110,0,2110,E,45,85,6,91,0
2111,0,2111,O,96991,39550,154433,193983,0
2112,0,2112,E,45,87,4,91,0
2113,0,2113,O,97129,14256,180003,194259,0
2114,0,2114,E,45,89,2,91,0
2115,0,2115,O,97267,1586,192949,194535,0
2116,0,2116,E,46,0,93,93,1
2117,0,2117,O,97405,1588,193223,194811,0
2118,0,2118,E,46,2,91,93,0
2119,0,2119,O,97543,14310,180777,195087,0
2120,0,2120,E,46,4,89,93,0
2121,0,2121,O,97681,39800,155563,195363,0
2122,0,2122,E,46,6,87,93,0
2123,0,2123,O,97819,78106,117533,195639,0
2124,0,2124,E,46,8,85,93,0
2125,0,2125,O,97957,129276,66639,195915,0
2126,0,2126,E,46,10,83,93,0
2127,0,2127,O,98095,193358,2833,196191,0
2128,0,2128,E,46,12,81,93,0
2129,0,2129,O,98234,73933,122536,196469,0
2130,0,2130,E,46,14,79,93,0
2131,0,2131,O,98372,163707,33038,196745,0
2132,0,2132,E,46,16,77,93,0
2133,0,2133,O,98511,69516,127507,197023,0
2134,0,2134,E,46,18,75,93,0
2135,0,2135,O,98649,185174,12125,197299,0
2136,0,2136,E,46,20,73,93,0
2137,0,2137,O,98788,116409,81168,197577,0
2138,0,2138,E,46,22,71,93,0
2139,0,2139,O,98927,60290,137565,197855,0
2140,0,2140,E,46,24,69,93,0
2141,0,2141,O,99066,16865,181268,198133,0
2142,0,2142,E,46,26,67,93,0
2143,0,2143,O,99204,184591,13818,198409,0
2144,0,2144,E,46,28,65,93,0
2145,0,2145,O,99343,166976,31711,198687,0
2146,0,2146,E,46,30,63,93,0
2147,0,2147,O,99482,162199,36766,198965,0
2148,0,2148,E,46,32,61,93,0
2149,0,2149,O,99621,170308,28935,199243,0
2150,0,2150,E,46,34,59,93,0
2151,0,2151,O,99760,191351,8170,199521,0
2152,0,2152,E,46,36,57,93,0
2153,0,2153,O,99900,25577,174224,199801,0
2154,0,2154,E,46,38,55,93,0
2155,0,2155,O,100039,72354,127725,200079,0
2156,0,2156,E,46,40,53,93,0
2157,0,2157,O,100178,132209,68148,200357,0
2158,0,2158,E,46,42,51,93,0
2159,0,2159,O,100318,4555,196082,200637,0
2160,0,2160,E,46,44,49,93,0
2161,0,2161,O,100457,90432,110483,200915,0
2162,0,2162,E,46,46,47,93,0
2163,0,2163,O,100596,189531,11662,201193,0
2164,0,2164,E,46,48,45,93,0
2165,0,2165,O,100736,100429,101044,201473,0
2166,0,2166,E,46,50,43,93,0
2167,0,2167,O,100876,24087,177666,201753,0
2168,0,2168,E,46,52,41,93,0
2169,0,2169,O,101015,162584,39447,202031,0
2170,0,2170,E,46,54,39,93,0
2171,0,2171,O,101155,112186,90125,202311,0
2172,0,2172,E,46,56,37,93,0
2173,0,2173,O,101295,74692,127899,202591,0
2174,0,2174,E,46,58,35,93,0
2175,0,2175,O,101435,50150,152721,202871,0
2176,0,2176,E,46,60,33,93,0
2177,0,2177,O,101575,38608,164543,203151,0
2178,0,2178,E,46,62,31,93,0
2179,0,2179,O,101715,40114,163317,203431,0
2180,0,2180,E,46,64,29,93,0
2181,0,2181,O,101855,54716,148995,203711,0
2182,0,2182,E,46,66,27,93,0
2183,0,2183,O,101995,82462,121529,203991,0
2184,0,2184,E,46,68,25,93,0
2185,0,2185,O,102135,123400,80871,204271,0
2186,0,2186,E,46,70,23,93,0
2187,0,2187,O,102275,177578,26973,204551,0
2188,0,2188,E,46,72,21,93,0
2189,0,2189,O,102416,40213,164620,204833,0
2190,0,2190,E,46,74,19,93,0
2191,0,2191,O,102556,120735,84378,205113,0
2192,0,2192,E,46,76,17,93,0
2193,0,2193,O,102697,9248,196147,205395,0
2194,0,2194,E,46,78,15,93,0
2195,0,2195,O,102837,116306,89369,205675,0
2196,0,2196,E,46,80,13,93,0
2197,0,2197,O,102978,30889,175068,205957,0
2198,0,2198,E,46,82,11,93,0
2199,0,2199,O,103118,164675,41562,206237,0
2200,0,2200,E,46,84,9,93,0
2201,0,2201,O,103259,105520,100999,206519,0
2202,0,2202,E,46,86,7,93,0
2203,0,2203,O,103400,59427,147374,206801,0
2204,0,2204,E,46,88,5,93,0
2205,0,2205,O,103541,26444,180639,207083,0
2206,0,2206,E,46,90,3,93,0
2207,0,2207,O,103682,6619,200746,207365,0
2208,0,2208,E,46,92,1,93,0
2209,0,2209,O,103823,0,207647,207647,1
2210,0,2210,E,47,1,94,95,0
2211,0,2211,O,103964,6635,201294,207929,0
2212,0,2212,E,47,3,92,95,0
2213,0,2213,O,104105,26572,181639,208211,0
2214,0,2214,E,47,5,90,95,0
2215,0,2215,O,104246,59859,148634,208493,0
2216,0,2216,E,47,7,88,95,0
2217,0,2217,O,104387,106544,102231,208775,0
2218,0,2218,E,47,9,86,95,0
2219,0,2219,O,104528,166675,42382,209057,0
2220,0,2220,E,47,11,84,95,0
2221,0,2221,O,104670,30961,178380,209341,0
2222,0,2222,E,47,13,82,95,0
2223,0,2223,O,104811,117846,91777,209623,0
2224,0,2224,E,47,15,80,95,0
2225,0,2225,O,104953,8416,201491,209907,0
2226,0,2226,E,47,17,78,95,0
2227,0,2227,O,105094,122247,87942,210189,0
2228,0,2228,E,47,19,76,95,0
2229,0,2229,O,105236,39293,171180,210473,0
2230,0,2230,E,47,21,74,95,0
2231,0,2231,O,105377,180262,30493,210755,0
2232,0,2232,E,47,23,72,95,0
2233,0,2233,O,105519,123976,87063,211039,0
2234,0,2234,E,47,25,70,95,0
2235,0,2235,O,105661,80954,130369,211323,0
2236,0,2236,E,47,27,68,95,0
2237,0,2237,O,105803,51244,160363,211607,0
2238,0,2238,E,47,29,66,95,0
2239,0,2239,O,105945,34894,176997,211891,0
2240,0,2240,E,47,31,64,95,0
2241,0,2241,O,106087,31952,180223,212175,0
2242,0,2242,E,47,33,62,95,0
2243,0,2243,O,106229,42466,169993,212459,0
2244,0,2244,E,47,35,60,95,0
2245,0,2245,O,106371,66484,146259,212743,0
2246,0,2246,E,47,37,58,95,0
2247,0,2247,O,106513,104054,108973,213027,0
2248,0,2248,E,47,39,56,95,0
2249,0,2249,O,106655,155224,58087,213311,0
2250,0,2250,E,47,41,54,95,0
2251,0,2251,O,106798,6447,207150,213597,0
2252,0,2252,E,47,43,52,95,0
2253,0,2253,O,106940,84677,129204,213881,0
2254,0,2254,E,47,45,50,95,0
2255,0,2255,O,107082,176651,37514,214165,0
2256,0,2256,E,47,47,48,95,0
2257,0,2257,O,107225,67968,146483,214451,0
2258,0,2258,E,47,49,46,95,0
2259,0,2259,O,107367,187290,27445,214735,0
2260,0,2260,E,47,51,44,95,0
2261,0,2261,O,107510,105481,109540,215021,0
2262,0,2262,E,47,53,42,95,0
2263,0,2263,O,107653,37038,178269,215307,0
2264,0,2264,E,47,55,40,95,0
2265,0,2265,O,107795,197600,17991,215591,0
2266,0,2266,E,47,57,38,95,0
2267,0,2267,O,107938,156319,59558,215877,0
2268,0,2268,E,47,59,36,95,0
2269,0,2269,O,108081,128548,87615,216163,0
2270,0,2270,E,47,61,34,95,0
2271,0,2271,O,108224,114335,102114,216449,0
2272,0,2272,E,47,63,32,95,0
2273,0,2273,O,108367,113728,103007,216735,0
2274,0,2274,E,47,65,30,95,0
2275,0,2275,O,108510,126775,90246,217021,0
2276,0,2276,E,47,67,28,95,0
2277,0,2277,O,108653,153524,63783,217307,0
2278,0,2278,E,47,69,26,95,0
2279,0,2279,O,108796,194023,23570,217593,0
2280,0,2280,E,47,71,24,95,0
2281,0,2281,O,108940,30441,187440,217881,0
2282,0,2282,E,47,73,22,95,0
2283,0,2283,O,109083,98298,119869,218167,0
2284,0,2284,E,47,75,20,95,0
2285,0,2285,O,109226,180049,38404,218453,0
2286,0,2286,E,47,77,18,95,0
2287,0,2287,O,109370,57003,161738,218741,0
2288,0,2288,E,47,79,16,95,0
2289,0,2289,O,109513,166400,52627,219027,0
2290,0,2290,E,47,81,14,95,0
2291,0,2291,O,109657,70522,148793,219315,0
2292,0,2292,E,47,83,12,95,0
2293,0,2293,O,109800,207757,11844,219601,0
2294,0,2294,E,47,85,10,95,0
2295,0,2295,O,109944,139239,80650,219889,0
2296,0,2296,E,47,87,8,95,0
2297,0,2297,O,110088,84329,135848,220177,0
2298,0,2298,E,47,89,6,95,0
2299,0,2299,O,110232,43075,177390,220465,0
2300,0,2300,E,47,91,4,95,0
2301,0,2301,O,110376,15525,205228,220753,0
2302,0,2302,E,47,93,2,95,0
2303,0,2303,O,110520,1727,219314,221041,0
2304,0,2304,E,48,0,97,97,1
2305,0,2305,O,110664,1729,219600,221329,0
2306,0,2306,E,48,2,95,97,0
2307,0,2307,O,110808,15579,206038,221617,0
2308,0,2308,E,48,4,93,97,0
2309,0,2309,O,110952,43325,178580,221905,0
2310,0,2310,E,48,6,91,97,0
2311,0,2311,O,111096,85015,137178,222193,0
2312,0,2312,E,48,8,89,97,0
2313,0,2313,O,111240,140697,81784,222481,0
2314,0,2314,E,48,10,87,97,0
2315,0,2315,O,111384,210419,12350,222769,0
2316,0,2316,E,48,12,85,97,0
2317,0,2317,O,111529,71172,151887,223059,0
2318,0,2318,E,48,14,83,97,0
2319,0,2319,O,111673,168830,54517,223347,0
2320,0,2320,E,48,16,81,97,0
2321,0,2321,O,111818,57037,166600,223637,0
2322,0,2322,E,48,18,79,97,0
2323,0,2323,O,111962,182823,41102,223925,0
2324,0,2324,E,48,20,77,97,0
2325,0,2325,O,112107,98676,125539,224215,0
2326,0,2326,E,48,22,75,97,0
2327,0,2327,O,112252,28279,196226,224505,0
2328,0,2328,E,48,24,73,97,0
2329,0,2329,O,112396,196473,28320,224793,0
2330,0,2330,E,48,26,71,97,0
2331,0,2331,O,112541,154010,71073,225083,0
2332,0,2332,E,48,28,69,97,0
2333,0,2333,O,112686,125441,99932,225373,0
2334,0,2334,E,48,30,67,97,0
2335,0,2335,O,112831,110814,114849,225663,0
2336,0,2336,E,48,32,65,97,0
2337,0,2337,O,112976,110177,115776,225953,0
2338,0,2338,E,48,34,63,97,0
2339,0,2339,O,113121,123578,102665,226243,0
2340,0,2340,E,48,36,61,97,0
2341,0,2341,O,113266,151065,75468,226533,0
2342,0,2342,E,48,38,59,97,0
2343,0,2343,O,113411,192686,34137,226823,0
2344,0,2344,E,48,40,57,97,0
2345,0,2345,O,113557,21376,205739,227115,0
2346,0,2346,E,48,42,55,97,0
2347,0,2347,O,113702,91119,136286,227405,0
2348,0,2348,E,48,44,53,97,0
2349,0,2349,O,113847,175140,52555,227695,0
2350,0,2350,E,48,46,51,97,0
2351,0,2351,O,113993,45502,182485,227987,0
2352,0,2352,E,48,48,49,97,0
2353,0,2353,O,114138,157933,70344,228277,0
2354,0,2354,E,48,50,47,97,0
2355,0,2355,O,114284,56219,172350,228569,0
2356,0,2356,E,48,52,45,97,0
2357,0,2357,O,114429,197252,31607,228859,0
2358,0,2358,E,48,54,43,97,0
2359,0,2359,O,114575,123654,105497,229151,0
2360,0,2360,E,48,56,41,97,0
2361,0,2361,O,114721,64040,165403,229443,0
2362,0,2362,E,48,58,39,97,0
2363,0,2363,O,114867,18458,211277,229735,0
2364,0,2364,E,48,60,37,97,0
2365,0,2365,O,115012,216981,13044,230025,0
2366,0,2366,E,48,62,35,97,0
2367,0,2367,O,115158,199899,30418,230317,0
2368,0,2368,E,48,64,33,97,0
2369,0,2369,O,115304,196993,33616,230609,0
2370,0,2370,E,48,66,31,97,0
2371,0,2371,O,115450,208311,22590,230901,0
2372,0,2372,E,48,68,29,97,0
2373,0,2373,O,115597,2708,228487,231195,0
2374,0,2374,E,48,70,27,97,0
2375,0,2375,O,115743,42326,189161,231487,0
2376,0,2376,E,48,72,25,97,0
2377,0,2377,O,115889,96312,135467,231779,0
2378,0,2378,E,48,74,23,97,0
2379,0,2379,O,116035,164714,67357,232071,0
2380,0,2380,E,48,76,21,97,0
2381,0,2381,O,116182,15217,217148,232365,0
2382,0,2382,E,48,78,19,97,0
2383,0,2383,O,116328,112303,120354,232657,0
2384,0,2384,E,48,80,17,97,0
2385,0,2385,O,116474,223949,9000,232949,0
2386,0,2386,E,48,82,15,97,0
2387,0,2387,O,116621,116962,116281,233243,0
2388,0,2388,E,48,84,13,97,0
2389,0,2389,O,116768,24045,209492,233537,0
2390,0,2390,E,48,86,11,97,0
2391,0,2391,O,116914,179075,54754,233829,0
2392,0,2392,E,48,88,9,97,0
2393,0,2393,O,117061,114736,119387,234123,0
2394,0,2394,E,48,90,7,97,0
2395,0,2395,O,117208,64611,169806,234417,0
2396,0,2396,E,48,92,5,97,0
2397,0,2397,O,117355,28748,205963,234711,0
2398,0,2398,E,48,94,3,97,0
2399,0,2399,O,117502,7195,227810,235005,0
2400,0,2400,E,48,96,1,97,0
2401,0,2401,O,117649,0,235299,235299,1
2402,0,2402,E,49,1,98,99,0
2403,0,2403,O,117796,7211,228382,235593,0
2404,0,2404,E,49,3,96,99,0
2405,0,2405,O,117943,28876,207011,235887,0
2406,0,2406,E,49,5,94,99,0
2407,0,2407,O,118090,65043,171138,236181,0
2408,0,2408,E,49,7,92,99,0
2409,0,2409,O,118237,115760,120715,236475,0
2410,0,2410,E,49,9,90,99,0
2411,0,2411,O,118384,181075,55694,236769,0
2412,0,2412,E,49,11,88,99,0
2413,0,2413,O,118532,23973,213092,237065,0
2414,0,2414,E,49,13,86,99,0
2415,0,2415,O,118679,118334,119025,237359,0
2416,0,2416,E,49,15,84,99,0
2417,0,2417,O,118826,227437,10216,237653,0
2418,0,2418,E,49,17,82,99,0
2419,0,2419,O,118974,113383,124566,237949,0
2420,0,2420,E,49,19,80,99,0
2421,0,2421,O,119122,13577,224668,238245,0
2422,0,2422,E,49,21,78,99,0
2423,0,2423,O,119269,166606,71933,238539,0
2424,0,2424,E,49,23,76,99,0
2425,0,2425,O,119417,95736,143099,238835,0
2426,0,2426,E,49,25,74,99,0
2427,0,2427,O,119565,39258,199873,239131,0
2428,0,2428,E,49,27,72,99,0
2429,0,2429,O,119712,236645,2780,239425,0
2430,0,2430,E,49,29,70,99,0
2431,0,2431,O,119860,209391,30330,239721,0
2432,0,2432,E,49,31,68,99,0
2433,0,2433,O,120008,196673,43344,240017,0
2434,0,2434,E,49,33,66,99,0
2435,0,2435,O,120156,198539,41774,240313,0
2436,0,2436,E,49,35,64,99,0
2437,0,2437,O,120304,215037,25572,240609,0
2438,0,2438,E,49,37,62,99,0
2439,0,2439,O,120453,5310,235597,240907,0
2440,0,2440,E,49,39,60,99,0
2441,0,2441,O,120601,50920,190283,241203,0
2442,0,2442,E,49,41,58,99,0
2443,0,2443,O,120749,111306,130193,241499,0
2444,0,2444,E,49,43,56,99,0
2445,0,2445,O,120897,186516,55279,241795,0
2446,0,2446,E,49,45,54,99,0
2447,0,2447,O,121046,34507,207586,242093,0
2448,0,2448,E,49,47,52,99,0
2449,0,2449,O,121194,139213,103176,242389,0
2450,0,2450,E,49,49,50,99,0
2451,0,2451,O,121343,16202,226485,242687,0
2452,0,2452,E,49,51,48,99,0
2453,0,2453,O,121491,150596,92387,242983,0
2454,0,2454,E,49,53,46,99,0
2455,0,2455,O,121640,56775,186506,243281,0
2456,0,2456,E,49,55,44,99,0
2457,0,2457,O,121788,221049,22528,243577,0
2458,0,2458,E,49,57,42,99,0
2459,0,2459,O,121937,156610,87265,243875,0
2460,0,2460,E,49,59,40,99,0
2461,0,2461,O,122086,106785,137388,244173,0
2462,0,2462,E,49,61,38,99,0
2463,0,2463,O,122235,71622,172849,244471,0
2464,0,2464,E,49,63,36,99,0
2465,0,2465,O,122384,51169,193600,244769,0
2466,0,2466,E,49,65,34,99,0
2467,0,2467,O,122533,45474,199593,245067,0
2468,0,2468,E,49,67,32,99,0
2469,0,2469,O,122682,54585,190780,245365,0
2470,0,2470,E,49,69,30,99,0
2471,0,2471,O,122831,78550,167113,245663,0
2472,0,2472,E,49,71,28,99,0
2473,0,2473,O,122980,117417,128544,245961,0
2474,0,2474,E,49,73,26,99,0
2475,0,2475,O,123129,171234,75025,246259,0
2476,0,2476,E,49,75,24,99,0
2477,0,2477,O,123278,240049,6508,246557,0
2478,0,2478,E,49,77,22,99,0
2479,0,2479,O,123428,77055,169802,246857,0
2480,0,2480,E,49,79,20,99,0
2481,0,2481,O,123577,175712,71443,247155,0
2482,0,2482,E,49,81,18,99,0
2483,0,2483,O,123727,42058,205397,247455,0
2484,0,2484,E,49,83,16,99,0
2485,0,2485,O,123876,170749,77004,247753,0
2486,0,2486,E,49,85,14,99,0
2487,0,2487,O,124026,66627,181426,248053,0
2488,0,2488,E,49,87,12,99,0
2489,0,2489,O,124175,225544,22807,248351,0
2490,0,2490,E,49,89,10,99,0
2491,0,2491,O,124325,151146,97505,248651,0
2492,0,2492,E,49,91,8,99,0
2493,0,2493,O,124475,91532,157419,248951,0
2494,0,2494,E,49,93,6,99,0
2495,0,2495,O,124625,46750,202501,249251,0
2496,0,2496,E,49,95,4,99,0
2497,0,2497,O,124775,16848,232703,249551,0
2498,0,2498,E,49,97,2,99,0
2499,0,2499,O,124925,1874,247977,249851,0
2500,0,2500,E,50,0,101,101,1
2501,0,2501,O,125075,1876,248275,250151,0
2502,0,2502,E,50,2,99,101,0
2503,0,2503,O,125225,16902,233549,250451,0
2504,0,2504,E,50,4,97,101,0
2505,0,2505,O,125375,47000,203751,250751,0
2506,0,2506,E,50,6,95,101,0
2507,0,2507,O,125525,92218,158833,251051,0
2508,0,2508,E,50,8,93,101,0
2509,0,2509,O,125675,152604,98747,251351,0
2510,0,2510,E,50,10,91,101,0
2511,0,2511,O,125825,228206,23445,251651,0
2512,0,2512,E,50,12,89,101,0
2513,0,2513,O,125976,67121,184832,251953,0
2514,0,2514,E,50,14,87,101,0
2515,0,2515,O,126126,172999,79254,252253,0
2516,0,2516,E,50,16,85,101,0
2517,0,2517,O,126277,41684,210871,252555,0
2518,0,2518,E,50,18,83,101,0
2519,0,2519,O,126427,178030,74825,252855,0
2520,0,2520,E,50,20,81,101,0
2521,0,2521,O,126578,76677,176480,253157,0
2522,0,2522,E,50,22,79,101,0
2523,0,2523,O,126728,243683,9774,253457,0
2524,0,2524,E,50,24,77,101,0
2525,0,2525,O,126879,172484,81275,253759,0
2526,0,2526,E,50,26,75,101,0
2527,0,2527,O,127030,116283,137778,254061,0
2528,0,2528,E,50,28,73,101,0
2529,0,2529,O,127181,75128,179235,254363,0
2530,0,2530,E,50,30,71,101,0
2531,0,2531,O,127332,49067,205598,254665,0
2532,0,2532,E,50,32,69,101,0
2533,0,2533,O,127483,38148,216819,254967,0
2534,0,2534,E,50,34,67,101,0
2535,0,2535,O,127634,42419,212850,255269,0
2536,0,2536,E,50,36,65,101,0
2537,0,2537,O,127785,61928,193643,255571,0
2538,0,2538,E,50,38,63,101,0
2539,0,2539,O,127936,96723,159150,255873,0
2540,0,2540,E,50,40,61,101,0
2541,0,2541,O,128087,146852,109323,256175,0
2542,0,2542,E,50,42,59,101,0
2543,0,2543,O,128238,212363,44114,256477,0
2544,0,2544,E,50,44,57,101,0
2545,0,2545,O,128390,36525,220256,256781,0
2546,0,2546,E,50,46,55,101,0
2547,0,2547,O,128541,132642,124441,257083,0
2548,0,2548,E,50,48,53,101,0
2549,0,2549,O,128692,244285,13100,257385,0
2550,0,2550,E,50,50,51,101,0
2551,0,2551,O,128844,113815,143874,257689,0
2552,0,2552,E,50,52,49,101,0
2553,0,2553,O,128995,256352,1639,257991,0
2554,0,2554,E,50,54,47,101,0
2555,0,2555,O,129147,156266,102029,258295,0
2556,0,2556,E,50,56,45,101,0
2557,0,2557,O,129299,71292,187307,258599,0
2558,0,2558,E,50,58,43,101,0
2559,0,2559,O,129451,1478,257425,258903,0
2560,0,2560,E,50,60,41,101,0
2561,0,2561,O,129602,206077,53128,259205,0
2562,0,2562,E,50,62,39,101,0
2563,0,2563,O,129754,167031,92478,259509,0
2564,0,2564,E,50,64,37,101,0
2565,0,2565,O,129906,143289,116524,259813,0
2566,0,2566,E,50,66,35,101,0
2567,0,2567,O,130058,134899,125218,260117,0
2568,0,2568,E,50,68,33,101,0
2569,0,2569,O,130210,141909,118512,260421,0
2570,0,2570,E,50,70,31,101,0
2571,0,2571,O,130362,164367,96358,260725,0
2572,0,2572,E,50,72,29,101,0
2573,0,2573,O,130514,202321,58708,261029,0
2574,0,2574,E,50,74,27,101,0
2575,0,2575,O,130666,255819,5514,261333,0
2576,0,2576,E,50,76,25,101,0
2577,0,2577,O,130819,63272,198367,261639,0
2578,0,2578,E,50,78,23,101,0
2579,0,2579,O,130971,147698,114245,261943,0
2580,0,2580,E,50,80,21,101,0
2581,0,2581,O,131123,247812,14435,262247,0
2582,0,2582,E,50,82,19,101,0
2583,0,2583,O,131276,101111,161442,262553,0
2584,0,2584,E,50,84,17,101,0
2585,0,2585,O,131428,232441,30416,262857,0
2586,0,2586,E,50,86,15,101,0
2587,0,2587,O,131581,116442,146721,263163,0
2588,0,2588,E,50,88,13,101,0
2589,0,2589,O,131734,15713,247756,263469,0
2590,0,2590,E,50,90,11,101,0
2591,0,2591,O,131886,194075,69698,263773,0
2592,0,2592,E,50,92,9,101,0
2593,0,2593,O,132039,124336,139743,264079,0
2594,0,2594,E,50,94,7,101,0
2595,0,2595,O,132192,70011,194374,264385,0
2596,0,2596,E,50,96,5,101,0
2597,0,2597,O,132345,31148,233543,264691,0
2598,0,2598,E,50,98,3,101,0
2599,0,2599,O,132498,7795,257202,264997,0
2600,0,2600,E,50,100,1,101,0
2601,0,2601,O,132651,0,265303,265303,1
2602,0,2602,E,51,1,102,103,0
2603,0,2603,O,132804,7811,257798,265609,0
2604,0,2604,E,51,3,100,103,0
2605,0,2605,O,132957,31276,234639,265915,0
2606,0,2606,E,51,5,98,103,0
2607,0,2607,O,133110,70443,195778,266221,0
2608,0,2608,E,51,7,96,103,0
2609,0,2609,O,133263,125360,141167,266527,0
2610,0,2610,E,51,9,94,103,0
2611,0,2611,O,133416,196075,70758,266833,0
2612,0,2612,E,51,11,92,103,0
2613,0,2613,O,133570,15497,251644,267141,0
2614,0,2614,E,51,13,90,103,0
2615,0,2615,O,133723,117646,149801,267447,0
2616,0,2616,E,51,15,88,103,0
2617,0,2617,O,133876,235737,32016,267753,0
2618,0,2618,E,51,17,86,103,0
2619,0,2619,O,134030,101759,166302,268061,0
2620,0,2620,E,51,19,84,103,0
2621,0,2621,O,134183,251572,16795,268367,0
2622,0,2622,E,51,21,82,103,0
2623,0,2623,O,134337,148798,119877,268675,0
2624,0,2624,E,51,23,80,103,0
2625,0,2625,O,134491,61544,207439,268983,0
2626,0,2626,E,51,25,78,103,0
2627,0,2627,O,134644,259147,10142,269289,0
2628,0,2628,E,51,27,76,103,0
2629,0,2629,O,134798,203385,66212,269597,0
2630,0,2630,E,51,29,74,103,0
2631,0,2631,O,134952,163287,106618,269905,0
